FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,2.5450,3.0330,,,1,-1.09,开放申购,开放赎回,,,,
2024-01-05,2.5030,2.9910,,,1,-1.65,开放申购,开放赎回,,,,
2024-01-08,2.4440,2.9320,,,1,-2.36,开放申购,开放赎回,,,,
2024-01-09,2.4490,2.9370,,,1,0.20,开放申购,开放赎回,,,,
2024-01-10,2.4370,2.9250,,,1,-0.49,开放申购,开放赎回,,,,
2024-01-11,2.4660,2.9540,,,1,1.19,开放申购,开放赎回,,,,
2024-01-12,2.4440,2.9320,,,1,-0.89,开放申购,开放赎回,,,,
2024-01-15,2.4290,2.9170,,,1,-0.61,开放申购,开放赎回,,,,
2024-01-16,2.4280,2.9160,,,1,-0.04,开放申购,开放赎回,,,,
2024-01-17,2.3640,2.8520,,,1,-2.64,开放申购,开放赎回,,,,
2024-01-18,2.3980,2.8860,,,1,1.44,开放申购,开放赎回,,,,
2024-01-19,2.3780,2.8660,,,1,-0.83,开放申购,开放赎回,,,,
2024-01-22,2.2910,2.7790,,,1,-3.66,开放申购,开放赎回,,,,
2024-01-23,2.3330,2.8210,,,1,1.83,开放申购,开放赎回,,,,
2024-01-24,2.3310,2.8190,,,1,-0.09,开放申购,开放赎回,,,,
2024-01-25,2.3610,2.8490,,,1,1.29,开放申购,开放赎回,,,,
2024-01-26,2.2980,2.7860,,,1,-2.67,开放申购,开放赎回,,,,
2024-01-29,2.2300,2.7180,,,1,-2.96,开放申购,开放赎回,,,,
2024-01-30,2.1740,2.6620,,,1,-2.51,开放申购,开放赎回,,,,
2024-01-31,2.1270,2.6150,,,1,-2.16,开放申购,开放赎回,,,,
2024-02-01,2.1350,2.6230,,,1,0.38,开放申购,开放赎回,,,,
2024-02-02,2.0870,2.5750,,,1,-2.25,开放申购,开放赎回,,,,
2024-02-05,2.0530,2.5410,,,1,-1.63,开放申购,开放赎回,,,,
2024-02-06,2.1650,2.6530,,,1,5.46,开放申购,开放赎回,,,,
2024-02-07,2.2240,2.7120,,,1,2.73,开放申购,开放赎回,,,,
2024-02-08,2.3020,2.7900,,,1,3.51,开放申购,开放赎回,,,,
2024-02-19,2.3090,2.7970,,,1,0.30,开放申购,开放赎回,,,,
2024-02-20,2.2950,2.7830,,,1,-0.61,开放申购,开放赎回,,,,
2024-02-21,2.3080,2.7960,,,1,0.57,开放申购,开放赎回,,,,
2024-02-22,2.3310,2.8190,,,1,1.00,开放申购,开放赎回,,,,
2024-02-23,2.3470,2.8350,,,1,0.69,开放申购,开放赎回,,,,
2024-02-26,2.3750,2.8630,,,1,1.19,开放申购,开放赎回,,,,
2024-02-27,2.4570,2.9450,,,1,3.45,开放申购,开放赎回,,,,
2024-02-28,2.3710,2.8590,,,1,-3.50,开放申购,开放赎回,,,,
2024-02-29,2.4510,2.9390,,,1,3.37,开放申购,开放赎回,,,,
2024-03-01,2.4600,2.9480,,,1,0.37,开放申购,开放赎回,,,,
2024-03-04,2.4770,2.9650,,,1,0.69,开放申购,开放赎回,,,,
2024-03-05,2.4620,2.9500,,,1,-0.61,开放申购,开放赎回,,,,
2024-03-06,2.4530,2.9410,,,1,-0.37,开放申购,开放赎回,,,,
2024-03-07,2.4090,2.8970,,,1,-1.79,开放申购,开放赎回,,,,
2024-03-08,2.4300,2.9180,,,1,0.87,开放申购,开放赎回,,,,
2024-03-11,2.4980,2.9860,,,1,2.80,开放申购,开放赎回,,,,
2024-03-12,2.5250,3.0130,,,1,1.08,开放申购,开放赎回,,,,
2024-03-13,2.5420,3.0300,,,1,0.67,开放申购,开放赎回,,,,
2024-03-14,2.5090,2.9970,,,1,-1.30,开放申购,开放赎回,,,,
