FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,0.9051,3.6648,,,1,-0.71,开放申购,开放赎回,,,,
2024-01-05,0.8898,3.6495,,,1,-1.69,开放申购,开放赎回,,,,
2024-01-08,0.8717,3.6314,,,1,-2.03,开放申购,开放赎回,,,,
2024-01-09,0.8719,3.6316,,,1,0.02,开放申购,开放赎回,,,,
2024-01-10,0.8549,3.6146,,,1,-1.95,开放申购,开放赎回,,,,
2024-01-11,0.8698,3.6295,,,1,1.74,开放申购,开放赎回,,,,
2024-01-12,0.8582,3.6179,,,1,-1.33,开放申购,开放赎回,,,,
2024-01-15,0.8573,3.6170,,,1,-0.10,开放申购,开放赎回,,,,
2024-01-16,0.8510,3.6107,,,1,-0.73,开放申购,开放赎回,,,,
2024-01-17,0.8289,3.5886,,,1,-2.60,开放申购,开放赎回,,,,
2024-01-18,0.8370,3.5967,,,1,0.98,开放申购,开放赎回,,,,
2024-01-19,0.8273,3.5870,,,1,-1.16,开放申购,开放赎回,,,,
2024-01-22,0.7892,3.5489,,,1,-4.61,开放申购,开放赎回,,,,
2024-01-23,0.7925,3.5522,,,1,0.42,开放申购,开放赎回,,,,
2024-01-24,0.7926,3.5523,,,1,0.01,开放申购,开放赎回,,,,
2024-01-25,0.8126,3.5723,,,1,2.52,开放申购,开放赎回,,,,
2024-01-26,0.8024,3.5621,,,1,-1.26,开放申购,开放赎回,,,,
2024-01-29,0.7769,3.5366,,,1,-3.18,开放申购,开放赎回,,,,
2024-01-30,0.7601,3.5198,,,1,-2.16,开放申购,开放赎回,,,,
2024-01-31,0.7315,3.4912,,,1,-3.76,开放申购,开放赎回,,,,
2024-02-01,0.7269,3.4866,,,1,-0.63,开放申购,开放赎回,,,,
2024-02-02,0.7025,3.4622,,,1,-3.36,开放申购,开放赎回,,,,
2024-02-05,0.6583,3.4180,,,1,-6.29,开放申购,开放赎回,,,,
2024-02-06,0.6838,3.4435,,,1,3.87,开放申购,开放赎回,,,,
2024-02-07,0.6888,3.4485,,,1,0.73,开放申购,开放赎回,,,,
2024-02-08,0.7276,3.4873,,,1,5.63,开放申购,开放赎回,,,,
2024-02-19,0.7530,3.5127,,,1,3.49,开放申购,开放赎回,,,,
2024-02-20,0.7526,3.5123,,,1,-0.05,开放申购,开放赎回,,,,
2024-02-21,0.7589,3.5186,,,1,0.84,开放申购,开放赎回,,,,
2024-02-22,0.7710,3.5307,,,1,1.59,开放申购,开放赎回,,,,
2024-02-23,0.7939,3.5536,,,1,2.97,开放申购,开放赎回,,,,
2024-02-26,0.7995,3.5592,,,1,0.71,开放申购,开放赎回,,,,
2024-02-27,0.8203,3.5800,,,1,2.60,开放申购,开放赎回,,,,
2024-02-28,0.7735,3.5332,,,1,-5.71,开放申购,开放赎回,,,,
2024-02-29,0.8007,3.5604,,,1,3.52,开放申购,开放赎回,,,,
2024-03-01,0.8140,3.5737,,,1,1.66,开放申购,开放赎回,,,,
2024-03-04,0.8305,3.5902,,,1,2.03,开放申购,开放赎回,,,,
2024-03-05,0.8235,3.5832,,,1,-0.84,开放申购,开放赎回,,,,
2024-03-06,0.8254,3.5851,,,1,0.23,开放申购,开放赎回,,,,
2024-03-07,0.8116,3.5713,,,1,-1.67,开放申购,开放赎回,,,,
2024-03-08,0.8274,3.5871,,,1,1.95,开放申购,开放赎回,,,,
2024-03-11,0.8406,3.6003,,,1,1.60,开放申购,开放赎回,,,,
2024-03-12,0.8392,3.5989,,,1,-0.17,开放申购,开放赎回,,,,
2024-03-13,0.8496,3.6093,,,1,1.24,开放申购,开放赎回,,,,
2024-03-14,0.8355,3.5952,,,1,-1.66,开放申购,开放赎回,,,,
2024-03-15,0.8425,3.6022,,,1,0.84,开放申购,开放赎回,,,,
2024-03-18,0.8603,3.6200,,,1,2.11,开放申购,开放赎回,,,,
2024-03-19,0.8620,3.6217,,,1,0.20,开放申购,开放赎回,,,,
2024-03-20,0.8757,3.6354,,,1,1.59,开放申购,开放赎回,,,,
2024-03-21,0.8830,3.6427,,,1,0.83,开放申购,开放赎回,,,,
2024-03-22,0.8856,3.6453,,,1,0.29,开放申购,开放赎回,,,,
2024-03-25,0.8550,3.6147,,,1,-3.46,开放申购,开放赎回,,,,
2024-03-26,0.8403,3.6000,,,1,-1.72,开放申购,开放赎回,,,,
2024-03-27,0.8137,3.5734,,,1,-3.17,开放申购,开放赎回,,,,
2024-03-28,0.8331,3.5928,,,1,2.38,开放申购,开放赎回,,,,
2024-03-29,0.8455,3.6052,,,1,1.49,开放申购,开放赎回,,,,
