FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,0.8370,0.8370,,,1,0.70,开放申购,开放赎回,,,,
2024-01-05,0.8343,0.8343,,,1,-0.32,开放申购,开放赎回,,,,
2024-01-08,0.8338,0.8338,,,1,-0.06,开放申购,开放赎回,,,,
2024-01-09,0.8350,0.8350,,,1,0.14,开放申购,开放赎回,,,,
2024-01-10,0.8291,0.8291,,,1,-0.71,开放申购,开放赎回,,,,
2024-01-11,0.8195,0.8195,,,1,-1.16,开放申购,开放赎回,,,,
2024-01-12,0.8254,0.8254,,,1,0.72,开放申购,开放赎回,,,,
2024-01-15,0.8302,0.8302,,,1,0.58,开放申购,开放赎回,,,,
2024-01-16,0.8329,0.8329,,,1,0.33,开放申购,开放赎回,,,,
2024-01-17,0.8268,0.8268,,,1,-0.73,开放申购,开放赎回,,,,
2024-01-18,0.8275,0.8275,,,1,0.08,开放申购,开放赎回,,,,
2024-01-19,0.8242,0.8242,,,1,-0.40,开放申购,开放赎回,,,,
2024-01-22,0.8195,0.8195,,,1,-0.57,开放申购,开放赎回,,,,
2024-01-23,0.8214,0.8214,,,1,0.23,开放申购,开放赎回,,,,
2024-01-24,0.8370,0.8370,,,1,1.90,开放申购,开放赎回,,,,
2024-01-25,0.8507,0.8507,,,1,1.64,开放申购,开放赎回,,,,
2024-01-26,0.8592,0.8592,,,1,1.00,开放申购,开放赎回,,,,
2024-01-29,0.8634,0.8634,,,1,0.49,开放申购,开放赎回,,,,
2024-01-30,0.8598,0.8598,,,1,-0.42,开放申购,开放赎回,,,,
2024-01-31,0.8669,0.8669,,,1,0.83,开放申购,开放赎回,,,,
2024-02-01,0.8604,0.8604,,,1,-0.75,开放申购,开放赎回,,,,
2024-02-02,0.8676,0.8676,,,1,0.84,开放申购,开放赎回,,,,
2024-02-05,0.8812,0.8812,,,1,1.57,开放申购,开放赎回,,,,
2024-02-06,0.8819,0.8819,,,1,0.08,开放申购,开放赎回,,,,
2024-02-07,0.8766,0.8766,,,1,-0.60,开放申购,开放赎回,,,,
2024-02-08,0.8716,0.8716,,,1,-0.57,开放申购,开放赎回,,,,
2024-02-19,0.8971,0.8971,,,1,2.93,开放申购,开放赎回,,,,
