FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.6335,1.6335,,,1,-1.05,开放申购,开放赎回,,,,
2024-01-05,1.6181,1.6181,,,1,-0.94,开放申购,开放赎回,,,,
2024-01-08,1.6077,1.6077,,,1,-0.64,开放申购,开放赎回,,,,
2024-01-09,1.6225,1.6225,,,1,0.92,开放申购,开放赎回,,,,
2024-01-10,1.6502,1.6502,,,1,1.71,开放申购,开放赎回,,,,
2024-01-11,1.6604,1.6604,,,1,0.62,开放申购,开放赎回,,,,
2024-01-12,1.6541,1.6541,,,1,-0.38,开放申购,开放赎回,,,,
2024-01-15,1.6590,1.6590,,,1,0.30,开放申购,开放赎回,,,,
2024-01-16,1.6636,1.6636,,,1,0.28,开放申购,开放赎回,,,,
2024-01-17,1.6232,1.6232,,,1,-2.43,开放申购,开放赎回,,,,
2024-01-18,1.6443,1.6443,,,1,1.30,开放申购,开放赎回,,,,
2024-01-19,1.6401,1.6401,,,1,-0.26,开放申购,开放赎回,,,,
2024-01-22,1.5944,1.5944,,,1,-2.79,开放申购,开放赎回,,,,
2024-01-23,1.5997,1.5997,,,1,0.33,开放申购,开放赎回,,,,
2024-01-24,1.6106,1.6106,,,1,0.68,开放申购,开放赎回,,,,
2024-01-25,1.6294,1.6294,,,1,1.17,开放申购,开放赎回,,,,
2024-01-26,1.6086,1.6086,,,1,-1.28,开放申购,开放赎回,,,,
2024-01-29,1.6037,1.6037,,,1,-0.30,开放申购,开放赎回,,,,
2024-01-30,1.5678,1.5678,,,1,-2.24,开放申购,开放赎回,,,,
2024-01-31,1.5413,1.5413,,,1,-1.69,开放申购,开放赎回,,,,
2024-02-01,1.5502,1.5502,,,1,0.58,开放申购,开放赎回,,,,
2024-02-02,1.5371,1.5371,,,1,-0.85,开放申购,开放赎回,,,,
2024-02-05,1.5542,1.5542,,,1,1.11,开放申购,开放赎回,,,,
2024-02-06,1.6275,1.6275,,,1,4.72,开放申购,开放赎回,,,,
2024-02-07,1.6536,1.6536,,,1,1.60,开放申购,开放赎回,,,,
2024-02-08,1.6588,1.6588,,,1,0.31,开放申购,开放赎回,,,,
2024-02-19,1.6586,1.6586,,,1,-0.01,开放申购,开放赎回,,,,
2024-02-20,1.6680,1.6680,,,1,0.57,开放申购,开放赎回,,,,
2024-02-21,1.6946,1.6946,,,1,1.59,开放申购,开放赎回,,,,
2024-02-22,1.7078,1.7078,,,1,0.78,开放申购,开放赎回,,,,
2024-02-23,1.7134,1.7134,,,1,0.33,开放申购,开放赎回,,,,
2024-02-26,1.7020,1.7020,,,1,-0.67,开放申购,开放赎回,,,,
2024-02-27,1.7123,1.7123,,,1,0.61,开放申购,开放赎回,,,,
2024-02-28,1.7004,1.7004,,,1,-0.69,开放申购,开放赎回,,,,
2024-02-29,1.7341,1.7341,,,1,1.98,开放申购,开放赎回,,,,
2024-03-01,1.7224,1.7224,,,1,-0.67,开放申购,开放赎回,,,,
