FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,0.8067,0.8067,,,1,0.55,开放申购,开放赎回,,,,
2024-01-05,0.8043,0.8043,,,1,-0.30,开放申购,开放赎回,,,,
2024-01-08,0.8037,0.8037,,,1,-0.07,开放申购,开放赎回,,,,
2024-01-09,0.8048,0.8048,,,1,0.14,开放申购,开放赎回,,,,
2024-01-10,0.7997,0.7997,,,1,-0.63,开放申购,开放赎回,,,,
2024-01-11,0.7906,0.7906,,,1,-1.14,开放申购,开放赎回,,,,
2024-01-12,0.7960,0.7960,,,1,0.68,开放申购,开放赎回,,,,
2024-01-15,0.8004,0.8004,,,1,0.55,开放申购,开放赎回,,,,
2024-01-16,0.8027,0.8027,,,1,0.29,开放申购,开放赎回,,,,
2024-01-17,0.7971,0.7971,,,1,-0.70,开放申购,开放赎回,,,,
2024-01-18,0.7979,0.7979,,,1,0.10,开放申购,开放赎回,,,,
2024-01-19,0.7951,0.7951,,,1,-0.35,开放申购,开放赎回,,,,
2024-01-22,0.7896,0.7896,,,1,-0.69,开放申购,开放赎回,,,,
2024-01-23,0.7918,0.7918,,,1,0.28,开放申购,开放赎回,,,,
2024-01-24,0.8063,0.8063,,,1,1.83,开放申购,开放赎回,,,,
2024-01-25,0.8203,0.8203,,,1,1.74,开放申购,开放赎回,,,,
2024-01-26,0.8270,0.8270,,,1,0.82,开放申购,开放赎回,,,,
2024-01-29,0.8316,0.8316,,,1,0.56,开放申购,开放赎回,,,,
2024-01-30,0.8282,0.8282,,,1,-0.41,开放申购,开放赎回,,,,
2024-01-31,0.8349,0.8349,,,1,0.81,开放申购,开放赎回,,,,
2024-02-01,0.8286,0.8286,,,1,-0.75,开放申购,开放赎回,,,,
2024-02-02,0.8353,0.8353,,,1,0.81,开放申购,开放赎回,,,,
2024-02-05,0.8477,0.8477,,,1,1.48,开放申购,开放赎回,,,,
2024-02-06,0.8480,0.8480,,,1,0.04,开放申购,开放赎回,,,,
2024-02-07,0.8437,0.8437,,,1,-0.51,开放申购,开放赎回,,,,
2024-02-08,0.8386,0.8386,,,1,-0.60,开放申购,开放赎回,,,,
2024-02-19,0.8639,0.8639,,,1,3.02,开放申购,开放赎回,,,,
2024-02-20,0.8738,0.8738,,,1,1.15,开放申购,开放赎回,,,,
2024-02-21,0.8724,0.8724,,,1,-0.16,开放申购,开放赎回,,,,
2024-02-22,0.8822,0.8822,,,1,1.12,开放申购,开放赎回,,,,
2024-02-23,0.8803,0.8803,,,1,-0.22,开放申购,开放赎回,,,,
2024-02-26,0.8582,0.8582,,,1,-2.51,开放申购,开放赎回,,,,
2024-02-27,0.8590,0.8590,,,1,0.09,开放申购,开放赎回,,,,
2024-02-28,0.8582,0.8582,,,1,-0.09,开放申购,开放赎回,,,,
2024-02-29,0.8603,0.8603,,,1,0.24,开放申购,开放赎回,,,,
2024-03-01,0.8597,0.8597,,,1,-0.07,开放申购,开放赎回,,,,
2024-03-04,0.8719,0.8719,,,1,1.42,开放申购,开放赎回,,,,
2024-03-05,0.8843,0.8843,,,1,1.42,开放申购,开放赎回,,,,
2024-03-06,0.8786,0.8786,,,1,-0.64,开放申购,开放赎回,,,,
2024-03-07,0.8831,0.8831,,,1,0.51,开放申购,开放赎回,,,,
2024-03-08,0.8904,0.8904,,,1,0.83,开放申购,开放赎回,,,,
2024-03-11,0.8784,0.8784,,,1,-1.35,开放申购,开放赎回,,,,
2024-03-12,0.8512,0.8512,,,1,-3.10,开放申购,开放赎回,,,,
2024-03-13,0.8493,0.8493,,,1,-0.22,开放申购,开放赎回,,,,
2024-03-14,0.8525,0.8525,,,1,0.38,开放申购,开放赎回,,,,
2024-03-15,0.8496,0.8496,,,1,-0.34,开放申购,开放赎回,,,,
2024-03-18,0.8496,0.8496,,,1,0.00,开放申购,开放赎回,,,,
2024-03-19,0.8460,0.8460,,,1,-0.42,开放申购,开放赎回,,,,
2024-03-20,0.8533,0.8533,,,1,0.86,开放申购,开放赎回,,,,
2024-03-21,0.8536,0.8536,,,1,0.04,开放申购,开放赎回,,,,
2024-03-22,0.8583,0.8583,,,1,0.55,开放申购,开放赎回,,,,
2024-03-25,0.8611,0.8611,,,1,0.33,开放申购,开放赎回,,,,
2024-03-26,0.8646,0.8646,,,1,0.41,开放申购,开放赎回,,,,
2024-03-27,0.8698,0.8698,,,1,0.60,开放申购,开放赎回,,,,
2024-03-28,0.8649,0.8649,,,1,-0.56,开放申购,开放赎回,,,,
2024-03-29,0.8749,0.8749,,,1,1.16,开放申购,开放赎回,,,,
2024-04-01,0.8693,0.8693,,,1,-0.64,开放申购,开放赎回,,,,
2024-04-02,0.8751,0.8751,,,1,0.67,开放申购,开放赎回,,,,
2024-04-03,0.8758,0.8758,,,1,0.08,开放申购,开放赎回,,,,
2024-04-08,0.8899,0.8899,,,1,1.61,开放申购,开放赎回,,,,
2024-04-09,0.8807,0.8807,,,1,-1.03,开放申购,开放赎回,,,,
2024-04-10,0.8869,0.8869,,,1,0.70,开放申购,开放赎回,,,,
2024-04-11,0.8850,0.8850,,,1,-0.21,开放申购,开放赎回,,,,
2024-04-12,0.8822,0.8822,,,1,-0.32,开放申购,开放赎回,,,,
2024-04-15,0.9019,0.9019,,,1,2.23,开放申购,开放赎回,,,,
2024-04-16,0.9039,0.9039,,,1,0.22,开放申购,开放赎回,,,,
2024-04-17,0.9122,0.9122,,,1,0.92,开放申购,开放赎回,,,,
2024-04-18,0.9076,0.9076,,,1,-0.50,开放申购,开放赎回,,,,
2024-04-19,0.9140,0.9140,,,1,0.71,开放申购,开放赎回,,,,
2024-04-22,0.9045,0.9045,,,1,-1.04,开放申购,开放赎回,,,,
2024-04-23,0.8985,0.8985,,,1,-0.66,开放申购,开放赎回,,,,
2024-04-24,0.9007,0.9007,,,1,0.24,开放申购,开放赎回,,,,
2024-04-25,0.9013,0.9013,,,1,0.07,开放申购,开放赎回,,,,
2024-04-26,0.8925,0.8925,,,1,-0.98,开放申购,开放赎回,,,,
2024-04-29,0.8822,0.8822,,,1,-1.15,开放申购,开放赎回,,,,
2024-04-30,0.8887,0.8887,,,1,0.74,开放申购,开放赎回,,,,
2024-05-06,0.8807,0.8807,,,1,-0.90,开放申购,开放赎回,,,,
2024-05-07,0.8825,0.8825,,,1,0.20,开放申购,开放赎回,,,,
2024-05-08,0.8881,0.8881,,,1,0.63,开放申购,开放赎回,,,,
2024-05-09,0.8847,0.8847,,,1,-0.38,开放申购,开放赎回,,,,
2024-05-10,0.8877,0.8877,,,1,0.34,开放申购,开放赎回,,,,
2024-05-13,0.8901,0.8901,,,1,0.27,开放申购,开放赎回,,,,
2024-05-14,0.8848,0.8848,,,1,-0.60,开放申购,开放赎回,,,,
2024-05-15,0.8810,0.8810,,,1,-0.43,开放申购,开放赎回,,,,
2024-05-16,0.8803,0.8803,,,1,-0.08,开放申购,开放赎回,,,,
2024-05-17,0.8854,0.8854,,,1,0.58,开放申购,开放赎回,,,,
2024-05-20,0.8892,0.8892,,,1,0.43,开放申购,开放赎回,,,,
2024-05-21,0.8945,0.8945,,,1,0.60,开放申购,开放赎回,,,,
2024-05-22,0.8957,0.8957,,,1,0.13,开放申购,开放赎回,,,,
2024-05-23,0.8942,0.8942,,,1,-0.17,开放申购,开放赎回,,,,
2024-05-24,0.8918,0.8918,,,1,-0.27,开放申购,开放赎回,,,,
2024-05-27,0.9021,0.9021,,,1,1.15,开放申购,开放赎回,,,,
2024-05-28,0.9063,0.9063,,,1,0.47,开放申购,开放赎回,,,,
2024-05-29,0.9061,0.9061,,,1,-0.02,开放申购,开放赎回,,,,
2024-05-30,0.9011,0.9011,,,1,-0.55,开放申购,开放赎回,,,,
2024-05-31,0.8989,0.8989,,,1,-0.24,开放申购,开放赎回,,,,
2024-06-03,0.9096,0.9096,,,1,1.19,开放申购,开放赎回,,,,
2024-06-04,0.9098,0.9098,,,1,0.02,开放申购,开放赎回,,,,
2024-06-05,0.9117,0.9117,,,1,0.21,开放申购,开放赎回,,,,
2024-06-06,0.9167,0.9167,,,1,0.55,开放申购,开放赎回,,,,
2024-06-07,0.9264,0.9264,,,1,1.06,开放申购,开放赎回,,,,
