FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.1150,3.3590,,,1,-0.27,开放申购,开放赎回,,,,
2024-01-05,1.1080,3.3520,,,1,-0.63,开放申购,开放赎回,,,,
2024-01-08,1.0950,3.3390,,,1,-1.17,开放申购,开放赎回,,,,
2024-01-09,1.0990,3.3430,,,1,0.37,开放申购,开放赎回,,,,
2024-01-10,1.0940,3.3380,,,1,-0.45,开放申购,开放赎回,,,,
2024-01-11,1.1010,3.3450,,,1,0.64,开放申购,开放赎回,,,,
2024-01-12,1.0970,3.3410,,,1,-0.36,开放申购,开放赎回,,,,
2024-01-15,1.1000,3.3440,,,1,0.27,限制大额申购,开放赎回,,,,
2024-01-16,1.1010,3.3450,,,1,0.09,限制大额申购,开放赎回,,,,
2024-01-17,1.0870,3.3310,,,1,-1.27,限制大额申购,开放赎回,,,,
2024-01-18,1.0870,3.3310,,,1,0.00,限制大额申购,开放赎回,,,,
2024-01-19,1.0810,3.3250,,,1,-0.55,限制大额申购,开放赎回,,,,
2024-01-22,1.0510,3.2950,,,1,-2.78,限制大额申购,开放赎回,,,,
2024-01-23,1.0580,3.3020,,,1,0.67,限制大额申购,开放赎回,,,,
2024-01-24,1.0700,3.3140,,,1,1.13,开放申购,开放赎回,,,,
2024-01-25,1.0900,3.3340,,,1,1.87,开放申购,开放赎回,,,,
2024-01-26,1.0810,3.3250,,,1,-0.83,开放申购,开放赎回,,,,
2024-01-29,1.0730,3.3170,,,1,-0.74,开放申购,开放赎回,,,,
2024-01-30,1.0550,3.2990,,,1,-1.68,开放申购,开放赎回,,,,
2024-01-31,1.0380,3.2820,,,1,-1.61,开放申购,开放赎回,,,,
2024-02-01,1.0360,3.2800,,,1,-0.19,开放申购,开放赎回,,,,
2024-02-02,1.0180,3.2620,,,1,-1.74,开放申购,开放赎回,,,,
2024-02-05,1.0030,3.2470,,,1,-1.47,开放申购,开放赎回,,,,
2024-02-06,1.0310,3.2750,,,1,2.79,开放申购,开放赎回,,,,
2024-02-07,1.0450,3.2890,,,1,1.36,开放申购,开放赎回,,,,
2024-02-08,1.0620,3.3060,,,1,1.63,开放申购,开放赎回,,,,
2024-02-19,1.0700,3.3140,,,1,0.75,开放申购,开放赎回,,,,
2024-02-20,1.0680,3.3120,,,1,-0.19,开放申购,开放赎回,,,,
2024-02-21,1.0740,3.3180,,,1,0.56,开放申购,开放赎回,,,,
2024-02-22,1.0810,3.3250,,,1,0.65,开放申购,开放赎回,,,,
2024-02-23,1.0890,3.3330,,,1,0.74,开放申购,开放赎回,,,,
2024-02-26,1.0900,3.3340,,,1,0.09,开放申购,开放赎回,,,,
2024-02-27,1.1050,3.3490,,,1,1.38,开放申购,开放赎回,,,,
2024-02-28,1.0870,3.3310,,,1,-1.63,开放申购,开放赎回,,,,
2024-02-29,1.1060,3.3500,,,1,1.75,开放申购,开放赎回,,,,
2024-03-01,1.1130,3.3570,,,1,0.63,开放申购,开放赎回,,,,
2024-03-04,1.1150,3.3590,,,1,0.18,开放申购,开放赎回,,,,
2024-03-05,1.1070,3.3510,,,1,-0.72,开放申购,开放赎回,,,,
2024-03-06,1.1120,3.3560,,,1,0.45,开放申购,开放赎回,,,,
2024-03-07,1.1100,3.3540,,,1,-0.18,开放申购,开放赎回,,,,
2024-03-08,1.1190,3.3630,,,1,0.81,开放申购,开放赎回,,,,
2024-03-11,1.1280,3.3720,,,1,0.80,开放申购,开放赎回,,,,
2024-03-12,1.1290,3.3730,,,1,0.09,开放申购,开放赎回,,,,
2024-03-13,1.1330,3.3770,,,1,0.35,开放申购,开放赎回,,,,
2024-03-14,1.1260,3.3700,,,1,-0.62,开放申购,开放赎回,,,,
2024-03-15,1.1310,3.3750,,,1,0.44,开放申购,开放赎回,,,,
2024-03-18,1.1420,3.3860,,,1,0.97,开放申购,开放赎回,,,,
2024-03-19,1.1350,3.3790,,,1,-0.61,开放申购,开放赎回,,,,
2024-03-20,1.1420,3.3860,,,1,0.62,开放申购,开放赎回,,,,
2024-03-21,1.1420,3.3860,,,1,0.00,开放申购,开放赎回,,,,
2024-03-22,1.1300,3.3740,,,1,-1.05,开放申购,开放赎回,,,,
2024-03-25,1.1200,3.3640,,,1,-0.88,开放申购,开放赎回,,,,
2024-03-26,1.1220,3.3660,,,1,0.18,开放申购,开放赎回,,,,
2024-03-27,1.1076,3.3518,,,1,-1.28,开放申购,开放赎回,,,,
2024-03-28,1.1220,3.3662,,,1,1.30,开放申购,开放赎回,,,,
2024-03-29,1.1338,3.3780,,,1,1.05,开放申购,开放赎回,,,,
2024-04-01,1.1424,3.3866,,,1,0.76,开放申购,开放赎回,,,,
2024-04-02,1.1440,3.3882,,,1,0.14,开放申购,开放赎回,,,,
2024-04-03,1.1424,3.3866,,,1,-0.14,开放申购,开放赎回,,,,
2024-04-08,1.1316,3.3758,,,1,-0.95,开放申购,开放赎回,,,,
2024-04-09,1.1364,3.3806,,,1,0.42,开放申购,开放赎回,,,,
2024-04-10,1.1294,3.3736,,,1,-0.62,开放申购,开放赎回,,,,
2024-04-11,1.1333,3.3775,,,1,0.35,开放申购,开放赎回,,,,
2024-04-12,1.1308,3.3750,,,1,-0.22,开放申购,开放赎回,,,,
2024-04-15,1.1373,3.3815,,,1,0.57,开放申购,开放赎回,,,,
2024-04-16,1.1151,3.3593,,,1,-1.95,开放申购,开放赎回,,,,
2024-04-17,1.1375,3.3817,,,1,2.01,开放申购,开放赎回,,,,
2024-04-18,1.1365,3.3807,,,1,-0.09,开放申购,开放赎回,,,,
2024-04-19,1.1324,3.3766,,,1,-0.36,开放申购,开放赎回,,,,
2024-04-22,1.1284,3.3726,,,1,-0.35,开放申购,开放赎回,,,,
2024-04-23,1.1232,3.3674,,,1,-0.46,开放申购,开放赎回,,,,
2024-04-24,1.1337,3.3779,,,1,0.93,开放申购,开放赎回,,,,
2024-04-25,1.1317,3.3759,,,1,-0.18,开放申购,开放赎回,,,,
2024-04-26,1.1403,3.3845,,,1,0.76,开放申购,开放赎回,,,,
2024-04-29,1.1463,3.3905,,,1,0.53,开放申购,开放赎回,,,,
2024-04-30,1.1473,3.3915,,,1,0.09,开放申购,开放赎回,,,,
2024-05-06,1.1653,3.4095,,,1,1.57,开放申购,开放赎回,,,,
2024-05-07,1.1639,3.4081,,,1,-0.12,开放申购,开放赎回,,,,
2024-05-08,1.1570,3.4012,,,1,-0.59,开放申购,开放赎回,,,,
2024-05-09,1.1727,3.4169,,,1,1.36,开放申购,开放赎回,,,,
2024-05-10,1.1689,3.4131,,,1,-0.32,开放申购,开放赎回,,,,
2024-05-13,1.1697,3.4139,,,1,0.07,开放申购,开放赎回,,,,
2024-05-14,1.1763,3.4205,,,1,0.56,开放申购,开放赎回,,,,
2024-05-15,1.1682,3.4124,,,1,-0.69,开放申购,开放赎回,,,,
2024-05-16,1.1699,3.4141,,,1,0.15,开放申购,开放赎回,,,,
2024-05-17,1.1727,3.4169,,,1,0.24,开放申购,开放赎回,,,,
2024-05-20,1.1743,3.4185,,,1,0.14,开放申购,开放赎回,,,,
2024-05-21,1.1719,3.4161,,,1,-0.20,开放申购,开放赎回,,,,
2024-05-22,1.1702,3.4144,,,1,-0.15,开放申购,开放赎回,,,,
2024-05-23,1.1620,3.4062,,,1,-0.70,开放申购,开放赎回,,,,
2024-05-24,1.1556,3.3998,,,1,-0.55,开放申购,开放赎回,,,,
2024-05-27,1.1687,3.4129,,,1,1.13,开放申购,开放赎回,,,,
2024-05-28,1.1626,3.4068,,,1,-0.52,开放申购,开放赎回,,,,
2024-05-29,1.1643,3.4085,,,1,0.15,开放申购,开放赎回,,,,
2024-05-30,1.1604,3.4046,,,1,-0.33,开放申购,开放赎回,,,,
2024-05-31,1.1634,3.4076,,,1,0.26,开放申购,开放赎回,,,,
2024-06-03,1.1631,3.4073,,,1,-0.03,开放申购,开放赎回,,,,
2024-06-04,1.1680,3.4122,,,1,0.42,开放申购,开放赎回,,,,
2024-06-05,1.1598,3.4040,,,1,-0.70,开放申购,开放赎回,,,,
2024-06-06,1.1547,3.3989,,,1,-0.44,开放申购,开放赎回,,,,
2024-06-07,1.1555,3.3997,,,1,0.07,开放申购,开放赎回,,,,
2024-06-11,1.1470,3.3912,,,1,-0.74,开放申购,开放赎回,,,,
2024-06-12,1.1500,3.3942,,,1,0.26,开放申购,开放赎回,,,,
2024-06-13,1.1447,3.3889,,,1,-0.46,开放申购,开放赎回,,,,
2024-06-14,1.1447,3.3889,,,1,0.00,开放申购,开放赎回,,,,
2024-06-17,1.1444,3.3886,,,1,-0.03,开放申购,开放赎回,,,,
2024-06-18,1.1529,3.3971,,,1,0.74,开放申购,开放赎回,,,,
2024-06-19,1.1455,3.3897,,,1,-0.64,开放申购,开放赎回,,,,
2024-06-20,1.1362,3.3804,,,1,-0.81,开放申购,开放赎回,,,,
2024-06-21,1.1384,3.3826,,,1,0.19,开放申购,开放赎回,,,,
2024-06-24,1.1194,3.3636,,,1,-1.67,开放申购,开放赎回,,,,
2024-06-25,1.1155,3.3597,,,1,-0.35,开放申购,开放赎回,,,,
2024-06-26,1.1291,3.3733,,,1,1.22,开放申购,开放赎回,,,,
2024-06-27,1.1171,3.3613,,,1,-1.06,开放申购,开放赎回,,,,
2024-06-28,1.1272,3.3714,,,1,0.90,开放申购,开放赎回,,,,
2024-06-30,1.1272,3.3714,,,0,0.00,开放申购,开放赎回,,,,
2024-07-01,1.1327,3.3769,,,1,0.49,开放申购,开放赎回,,,,
2024-07-02,1.1288,3.3730,,,1,-0.34,开放申购,开放赎回,,,,
2024-07-03,1.1236,3.3678,,,1,-0.46,开放申购,开放赎回,,,,
2024-07-04,1.1141,3.3583,,,1,-0.85,开放申购,开放赎回,,,,
2024-07-05,1.1203,3.3645,,,1,0.56,开放申购,开放赎回,,,,
2024-07-08,1.1073,3.3515,,,1,-1.16,开放申购,开放赎回,,,,
2024-07-09,1.1216,3.3658,,,1,1.29,开放申购,开放赎回,,,,
2024-07-10,1.1206,3.3648,,,1,-0.09,开放申购,开放赎回,,,,
2024-07-11,1.1326,3.3768,,,1,1.07,开放申购,开放赎回,,,,
2024-07-12,1.1286,3.3728,,,1,-0.35,开放申购,开放赎回,,,,
2024-07-15,1.1217,3.3659,,,1,-0.61,开放申购,开放赎回,,,,
2024-07-16,1.1268,3.3710,,,1,0.45,开放申购,开放赎回,,,,
2024-07-17,1.1222,3.3664,,,1,-0.41,开放申购,开放赎回,,,,
2024-07-18,1.1198,3.3640,,,1,-0.21,开放申购,开放赎回,,,,
2024-07-19,1.1222,3.3664,,,1,0.21,开放申购,开放赎回,,,,
2024-07-22,1.1215,3.3657,,,1,-0.06,开放申购,开放赎回,,,,
2024-07-23,1.1081,3.3523,,,1,-1.19,开放申购,开放赎回,,,,
2024-07-24,1.1007,3.3449,,,1,-0.67,开放申购,开放赎回,,,,
2024-07-25,1.0999,3.3441,,,1,-0.07,开放申购,开放赎回,,,,
2024-07-26,1.1085,3.3527,,,1,0.78,开放申购,开放赎回,,,,
2024-07-29,1.1069,3.3511,,,1,-0.14,开放申购,开放赎回,,,,
2024-07-30,1.1057,3.3499,,,1,-0.11,开放申购,开放赎回,,,,
2024-07-31,1.1260,3.3702,,,1,1.84,开放申购,开放赎回,,,,
2024-08-01,1.1266,3.3708,,,1,0.05,开放申购,开放赎回,,,,
2024-08-02,1.1200,3.3642,,,1,-0.59,开放申购,开放赎回,,,,
2024-08-05,1.1071,3.3513,,,1,-1.15,开放申购,开放赎回,,,,
2024-08-06,1.1153,3.3595,,,1,0.74,开放申购,开放赎回,,,,
2024-08-07,1.1139,3.3581,,,1,-0.13,开放申购,开放赎回,,,,
2024-08-08,1.1133,3.3575,,,1,-0.05,开放申购,开放赎回,,,,
2024-08-09,1.1065,3.3507,,,1,-0.61,开放申购,开放赎回,,,,
2024-08-12,1.1040,3.3482,,,1,-0.23,开放申购,开放赎回,,,,
2024-08-13,1.1087,3.3529,,,1,0.43,开放申购,开放赎回,,,,
2024-08-14,1.1009,3.3451,,,1,-0.70,开放申购,开放赎回,,,,
2024-08-15,1.1056,3.3498,,,1,0.43,开放申购,开放赎回,,,,
