FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.1833,1.2433,,,1,0.07,限制大额申购,开放赎回,,,,
2024-01-05,1.1816,1.2416,,,1,-0.14,限制大额申购,开放赎回,,,,
2024-01-08,1.1787,1.2387,,,1,-0.25,限制大额申购,开放赎回,,,,
2024-01-09,1.1817,1.2417,,,1,0.25,限制大额申购,开放赎回,,,,
2024-01-10,1.1803,1.2403,,,1,-0.12,限制大额申购,开放赎回,,,,
2024-01-11,1.1799,1.2399,,,1,-0.03,限制大额申购,开放赎回,,,,
2024-01-12,1.1799,1.2399,,,1,0.00,限制大额申购,开放赎回,,,,
2024-01-15,1.1798,1.2398,,,1,-0.01,限制大额申购,开放赎回,,,,
2024-01-16,1.1803,1.2403,,,1,0.04,限制大额申购,开放赎回,,,,
2024-01-17,1.1767,1.2367,,,1,-0.31,限制大额申购,开放赎回,,,,
2024-01-18,1.1774,1.2374,,,1,0.06,限制大额申购,开放赎回,,,,
2024-01-19,1.1755,1.2355,,,1,-0.16,限制大额申购,开放赎回,,,,
2024-01-22,1.1706,1.2306,,,1,-0.42,限制大额申购,开放赎回,,,,
2024-01-23,1.1723,1.2323,,,1,0.15,限制大额申购,开放赎回,,,,
2024-01-24,1.1741,1.2341,,,1,0.15,限制大额申购,开放赎回,,,,
2024-01-25,1.1790,1.2390,,,1,0.42,限制大额申购,开放赎回,,,,
2024-01-26,1.1779,1.2379,,,1,-0.09,限制大额申购,开放赎回,,,,
2024-01-29,1.1776,1.2376,,,1,-0.03,限制大额申购,开放赎回,,,,
2024-01-30,1.1772,1.2372,,,1,-0.03,限制大额申购,开放赎回,,,,
2024-01-31,1.1790,1.2390,,,1,0.15,限制大额申购,开放赎回,,,,
2024-02-01,1.1780,1.2380,,,1,-0.08,限制大额申购,开放赎回,,,,
2024-02-02,1.1768,1.2368,,,1,-0.10,限制大额申购,开放赎回,,,,
2024-02-05,1.1802,1.2402,,,1,0.29,限制大额申购,开放赎回,,,,
2024-02-06,1.1842,1.2442,,,1,0.34,限制大额申购,开放赎回,,,,
2024-02-07,1.1881,1.2481,,,1,0.33,限制大额申购,开放赎回,,,,
2024-02-08,1.1881,1.2481,,,1,0.00,限制大额申购,开放赎回,,,,
2024-02-19,1.1951,1.2551,,,1,0.59,限制大额申购,开放赎回,,,,
2024-02-20,1.1976,1.2576,,,1,0.21,限制大额申购,开放赎回,,,,
2024-02-21,1.1995,1.2595,,,1,0.16,限制大额申购,开放赎回,,,,
2024-02-22,1.2049,1.2649,,,1,0.45,限制大额申购,开放赎回,,,,
2024-02-23,1.2089,1.2689,,,1,0.33,限制大额申购,开放赎回,,,,
2024-02-26,1.2113,1.2713,,,1,0.20,限制大额申购,开放赎回,,,,
2024-02-27,1.2153,1.2753,,,1,0.33,限制大额申购,开放赎回,,,,
2024-02-28,1.2133,1.2733,,,1,-0.16,限制大额申购,开放赎回,,,,
2024-02-29,1.2183,1.2783,,,1,0.41,限制大额申购,开放赎回,,,,
2024-03-01,1.2145,1.2745,,,1,-0.31,限制大额申购,开放赎回,,,,
2024-03-04,1.2179,1.2779,,,1,0.28,限制大额申购,开放赎回,,,,
2024-03-05,1.2163,1.2763,,,1,-0.13,限制大额申购,开放赎回,,,,
2024-03-06,1.2179,1.2779,,,1,0.13,限制大额申购,开放赎回,,,,
2024-03-07,1.2150,1.2750,,,1,-0.24,限制大额申购,开放赎回,,,,
2024-03-08,1.2149,1.2749,,,1,-0.01,限制大额申购,开放赎回,,,,
2024-03-11,1.2193,1.2793,,,1,0.36,开放申购,开放赎回,,,,
2024-03-12,1.2220,1.2820,,,1,0.22,开放申购,开放赎回,,,,
2024-03-13,1.2237,1.2837,,,1,0.14,开放申购,开放赎回,,,,
2024-03-14,1.2203,1.2803,,,1,-0.28,开放申购,开放赎回,,,,
2024-03-15,1.2283,1.2883,,,1,0.66,开放申购,开放赎回,,,,
2024-03-18,1.2286,1.2886,,,1,0.02,开放申购,开放赎回,,,,
2024-03-19,1.2256,1.2856,,,1,-0.24,开放申购,开放赎回,,,,
2024-03-20,1.2251,1.2851,,,1,-0.04,开放申购,开放赎回,,,,
2024-03-21,1.2263,1.2863,,,1,0.10,开放申购,开放赎回,,,,
2024-03-22,1.2237,1.2837,,,1,-0.21,开放申购,开放赎回,,,,
2024-03-25,1.2198,1.2798,,,1,-0.32,开放申购,开放赎回,,,,
2024-03-26,1.2238,1.2838,,,1,0.33,开放申购,开放赎回,,,,
2024-03-27,1.2129,1.2729,,,1,-0.89,开放申购,开放赎回,,,,
2024-03-28,1.2164,1.2764,,,1,0.29,开放申购,开放赎回,,,,
2024-03-29,1.2229,1.2829,,,1,0.53,开放申购,开放赎回,,,,
