FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,0.7757,0.7757,,,1,0.21,开放申购,开放赎回,,,,
2024-01-05,0.7841,0.7841,,,1,1.08,开放申购,开放赎回,,,,
2024-01-08,0.7726,0.7726,,,1,-1.47,开放申购,开放赎回,,,,
2024-01-09,0.7745,0.7745,,,1,0.25,开放申购,开放赎回,,,,
2024-01-10,0.7734,0.7734,,,1,-0.14,开放申购,开放赎回,,,,
2024-01-11,0.7797,0.7797,,,1,0.81,开放申购,开放赎回,,,,
2024-01-12,0.7816,0.7816,,,1,0.24,开放申购,开放赎回,,,,
2024-01-15,0.7859,0.7859,,,1,0.55,开放申购,开放赎回,,,,
2024-01-16,0.7907,0.7907,,,1,0.61,开放申购,开放赎回,,,,
2024-01-17,0.7783,0.7783,,,1,-1.57,开放申购,开放赎回,,,,
2024-01-18,0.7838,0.7838,,,1,0.71,开放申购,开放赎回,,,,
2024-01-19,0.7809,0.7809,,,1,-0.37,开放申购,开放赎回,,,,
2024-01-22,0.7733,0.7733,,,1,-0.97,开放申购,开放赎回,,,,
2024-01-23,0.7762,0.7762,,,1,0.38,开放申购,开放赎回,,,,
2024-01-24,0.7972,0.7972,,,1,2.71,开放申购,开放赎回,,,,
2024-01-25,0.8103,0.8103,,,1,1.64,开放申购,开放赎回,,,,
2024-01-26,0.8152,0.8152,,,1,0.60,开放申购,开放赎回,,,,
2024-01-29,0.8242,0.8242,,,1,1.10,开放申购,开放赎回,,,,
2024-01-30,0.8139,0.8139,,,1,-1.25,开放申购,开放赎回,,,,
2024-01-31,0.8126,0.8126,,,1,-0.16,开放申购,开放赎回,,,,
2024-02-01,0.8109,0.8109,,,1,-0.21,开放申购,开放赎回,,,,
2024-02-02,0.8075,0.8075,,,1,-0.42,开放申购,开放赎回,,,,
2024-02-05,0.8152,0.8152,,,1,0.95,开放申购,开放赎回,,,,
2024-02-06,0.8304,0.8304,,,1,1.86,开放申购,开放赎回,,,,
2024-02-07,0.8370,0.8370,,,1,0.79,开放申购,开放赎回,,,,
2024-02-08,0.8335,0.8335,,,1,-0.42,开放申购,开放赎回,,,,
2024-02-19,0.8402,0.8402,,,1,0.80,开放申购,开放赎回,,,,
2024-02-20,0.8466,0.8466,,,1,0.76,开放申购,开放赎回,,,,
2024-02-21,0.8638,0.8638,,,1,2.03,开放申购,开放赎回,,,,
2024-02-22,0.8704,0.8704,,,1,0.76,开放申购,开放赎回,,,,
2024-02-23,0.8710,0.8710,,,1,0.07,开放申购,开放赎回,,,,
2024-02-26,0.8641,0.8641,,,1,-0.79,开放申购,开放赎回,,,,
2024-02-27,0.8666,0.8666,,,1,0.29,开放申购,开放赎回,,,,
2024-02-28,0.8596,0.8596,,,1,-0.81,开放申购,开放赎回,,,,
2024-02-29,0.8632,0.8632,,,1,0.42,开放申购,开放赎回,,,,
2024-03-01,0.8634,0.8634,,,1,0.02,开放申购,开放赎回,,,,
2024-03-04,0.8565,0.8565,,,1,-0.80,开放申购,开放赎回,,,,
2024-03-05,0.8610,0.8610,,,1,0.53,开放申购,开放赎回,,,,
2024-03-06,0.8569,0.8569,,,1,-0.48,开放申购,开放赎回,,,,
2024-03-07,0.8638,0.8638,,,1,0.81,开放申购,开放赎回,,,,
2024-03-08,0.8636,0.8636,,,1,-0.02,开放申购,开放赎回,,,,
2024-03-11,0.8654,0.8654,,,1,0.21,开放申购,开放赎回,,,,
2024-03-12,0.8657,0.8657,,,1,0.03,开放申购,开放赎回,,,,
2024-03-13,0.8553,0.8553,,,1,-1.20,开放申购,开放赎回,,,,
2024-03-14,0.8533,0.8533,,,1,-0.23,开放申购,开放赎回,,,,
2024-03-15,0.8468,0.8468,,,1,-0.76,开放申购,开放赎回,,,,
2024-03-18,0.8455,0.8455,,,1,-0.15,开放申购,开放赎回,,,,
2024-03-19,0.8391,0.8391,,,1,-0.76,开放申购,开放赎回,,,,
2024-03-20,0.8391,0.8391,,,1,0.00,开放申购,开放赎回,,,,
2024-03-21,0.8431,0.8431,,,1,0.48,开放申购,开放赎回,,,,
2024-03-22,0.8346,0.8346,,,1,-1.01,开放申购,开放赎回,,,,
2024-03-25,0.8355,0.8355,,,1,0.11,开放申购,开放赎回,,,,
2024-03-26,0.8434,0.8434,,,1,0.95,开放申购,开放赎回,,,,
2024-03-27,0.8454,0.8454,,,1,0.24,开放申购,开放赎回,,,,
2024-03-28,0.8457,0.8457,,,1,0.04,开放申购,开放赎回,,,,
2024-03-29,0.8463,0.8463,,,1,0.07,开放申购,开放赎回,,,,
2024-04-01,0.8572,0.8572,,,1,1.29,开放申购,开放赎回,,,,
2024-04-02,0.8665,0.8665,,,1,1.08,开放申购,开放赎回,,,,
2024-04-03,0.8622,0.8622,,,1,-0.50,开放申购,开放赎回,,,,
2024-04-08,0.8607,0.8607,,,1,-0.17,开放申购,开放赎回,,,,
2024-04-09,0.8572,0.8572,,,1,-0.41,开放申购,开放赎回,,,,
2024-04-10,0.8512,0.8512,,,1,-0.70,开放申购,开放赎回,,,,
2024-04-11,0.8529,0.8529,,,1,0.20,开放申购,开放赎回,,,,
2024-04-12,0.8457,0.8457,,,1,-0.84,开放申购,开放赎回,,,,
2024-04-15,0.8639,0.8639,,,1,2.15,开放申购,开放赎回,,,,
2024-04-16,0.8625,0.8625,,,1,-0.16,开放申购,开放赎回,,,,
2024-04-17,0.8744,0.8744,,,1,1.38,开放申购,开放赎回,,,,
2024-04-18,0.8861,0.8861,,,1,1.34,开放申购,开放赎回,,,,
2024-04-19,0.8834,0.8834,,,1,-0.30,开放申购,开放赎回,,,,
2024-04-22,0.8744,0.8744,,,1,-1.02,开放申购,开放赎回,,,,
2024-04-23,0.8713,0.8713,,,1,-0.35,开放申购,开放赎回,,,,
2024-04-24,0.8730,0.8730,,,1,0.20,开放申购,开放赎回,,,,
2024-04-25,0.8804,0.8804,,,1,0.85,开放申购,开放赎回,,,,
2024-04-26,0.8817,0.8817,,,1,0.15,开放申购,开放赎回,,,,
2024-04-29,0.8930,0.8930,,,1,1.28,开放申购,开放赎回,,,,
2024-04-30,0.9005,0.9005,,,1,0.84,开放申购,开放赎回,,,,
2024-05-06,0.9168,0.9168,,,1,1.81,开放申购,开放赎回,,,,
2024-05-07,0.9151,0.9151,,,1,-0.19,开放申购,开放赎回,,,,
2024-05-08,0.9108,0.9108,,,1,-0.47,开放申购,开放赎回,,,,
2024-05-09,0.9214,0.9214,,,1,1.16,开放申购,开放赎回,,,,
2024-05-10,0.9392,0.9392,,,1,1.93,开放申购,开放赎回,,,,
2024-05-13,0.9464,0.9464,,,1,0.77,开放申购,开放赎回,,,,
2024-05-14,0.9391,0.9391,,,1,-0.77,开放申购,开放赎回,,,,
2024-05-15,0.9435,0.9435,,,1,0.47,开放申购,开放赎回,,,,
2024-05-16,0.9578,0.9578,,,1,1.52,开放申购,开放赎回,,,,
2024-05-17,0.9705,0.9705,,,1,1.33,开放申购,开放赎回,,,,
2024-05-20,0.9637,0.9637,,,1,-0.70,开放申购,开放赎回,,,,
2024-05-21,0.9595,0.9595,,,1,-0.44,开放申购,开放赎回,,,,
2024-05-22,0.9542,0.9542,,,1,-0.55,开放申购,开放赎回,,,,
2024-05-23,0.9473,0.9473,,,1,-0.72,开放申购,开放赎回,,,,
2024-05-24,0.9409,0.9409,,,1,-0.68,开放申购,开放赎回,,,,
2024-05-27,0.9509,0.9509,,,1,1.06,开放申购,开放赎回,,,,
2024-05-28,0.9475,0.9475,,,1,-0.36,开放申购,开放赎回,,,,
2024-05-29,0.9372,0.9372,,,1,-1.09,开放申购,开放赎回,,,,
2024-05-30,0.9307,0.9307,,,1,-0.69,开放申购,开放赎回,,,,
2024-05-31,0.9278,0.9278,,,1,-0.31,开放申购,开放赎回,,,,
2024-06-03,0.9283,0.9283,,,1,0.05,开放申购,开放赎回,,,,
2024-06-04,0.9339,0.9339,,,1,0.60,开放申购,开放赎回,,,,
2024-06-05,0.9240,0.9240,,,1,-1.06,开放申购,开放赎回,,,,
2024-06-06,0.9244,0.9244,,,1,0.04,开放申购,开放赎回,,,,
2024-06-07,0.9227,0.9227,,,1,-0.18,开放申购,开放赎回,,,,
2024-06-11,0.9116,0.9116,,,1,-1.20,开放申购,开放赎回,,,,
2024-06-12,0.9057,0.9057,,,1,-0.65,开放申购,开放赎回,,,,
2024-06-13,0.8990,0.8990,,,1,-0.74,开放申购,开放赎回,,,,
2024-06-14,0.9113,0.9113,,,1,1.37,开放申购,开放赎回,,,,
2024-06-17,0.9044,0.9044,,,1,-0.76,开放申购,开放赎回,,,,
2024-06-18,0.9055,0.9055,,,1,0.12,开放申购,开放赎回,,,,
2024-06-19,0.9103,0.9103,,,1,0.53,开放申购,开放赎回,,,,
2024-06-20,0.9089,0.9089,,,1,-0.15,开放申购,开放赎回,,,,
2024-06-21,0.9046,0.9046,,,1,-0.47,开放申购,开放赎回,,,,
2024-06-24,0.9062,0.9062,,,1,0.18,开放申购,开放赎回,,,,
2024-06-25,0.9099,0.9099,,,1,0.41,开放申购,开放赎回,,,,
2024-06-26,0.9035,0.9035,,,1,-0.70,开放申购,开放赎回,,,,
2024-06-27,0.9005,0.9005,,,1,-0.33,开放申购,开放赎回,,,,
2024-06-28,0.8986,0.8986,,,1,-0.21,开放申购,开放赎回,,,,
2024-06-30,0.8985,0.8985,,,0,-0.01,开放申购,开放赎回,,,,
2024-07-01,0.9052,0.9052,,,1,0.75,开放申购,开放赎回,,,,
2024-07-02,0.9083,0.9083,,,1,0.34,开放申购,开放赎回,,,,
2024-07-03,0.9051,0.9051,,,1,-0.35,开放申购,开放赎回,,,,
2024-07-04,0.9028,0.9028,,,1,-0.25,开放申购,开放赎回,,,,
2024-07-05,0.8874,0.8874,,,1,-1.71,开放申购,开放赎回,,,,
2024-07-08,0.8858,0.8858,,,1,-0.18,开放申购,开放赎回,,,,
2024-07-09,0.8935,0.8935,,,1,0.87,开放申购,开放赎回,,,,
2024-07-10,0.8933,0.8933,,,1,-0.02,开放申购,开放赎回,,,,
2024-07-11,0.8964,0.8964,,,1,0.35,开放申购,开放赎回,,,,
2024-07-12,0.9102,0.9102,,,1,1.54,开放申购,开放赎回,,,,
2024-07-15,0.9065,0.9065,,,1,-0.41,开放申购,开放赎回,,,,
2024-07-16,0.9028,0.9028,,,1,-0.41,开放申购,开放赎回,,,,
2024-07-17,0.9092,0.9092,,,1,0.71,开放申购,开放赎回,,,,
2024-07-18,0.9173,0.9173,,,1,0.89,开放申购,开放赎回,,,,
2024-07-19,0.9138,0.9138,,,1,-0.38,开放申购,开放赎回,,,,
2024-07-22,0.9056,0.9056,,,1,-0.90,开放申购,开放赎回,,,,
2024-07-23,0.9013,0.9013,,,1,-0.47,开放申购,开放赎回,,,,
2024-07-24,0.8941,0.8941,,,1,-0.80,开放申购,开放赎回,,,,
2024-07-25,0.8856,0.8856,,,1,-0.95,开放申购,开放赎回,,,,
2024-07-26,0.8975,0.8975,,,1,1.34,开放申购,开放赎回,,,,
2024-07-29,0.9012,0.9012,,,1,0.41,开放申购,开放赎回,,,,
2024-07-30,0.8929,0.8929,,,1,-0.92,开放申购,开放赎回,,,,
2024-07-31,0.9138,0.9138,,,1,2.34,开放申购,开放赎回,,,,
2024-08-01,0.9105,0.9105,,,1,-0.36,开放申购,开放赎回,,,,
2024-08-02,0.9035,0.9035,,,1,-0.77,开放申购,开放赎回,,,,
2024-08-05,0.9009,0.9009,,,1,-0.29,开放申购,开放赎回,,,,
2024-08-06,0.8800,0.8800,,,1,-2.32,开放申购,开放赎回,,,,
2024-08-07,0.8797,0.8797,,,1,-0.03,开放申购,开放赎回,,,,
2024-08-08,0.8798,0.8798,,,1,0.01,开放申购,开放赎回,,,,
2024-08-09,0.8783,0.8783,,,1,-0.17,开放申购,开放赎回,,,,
2024-08-12,0.8789,0.8789,,,1,0.07,开放申购,开放赎回,,,,
2024-08-13,0.8821,0.8821,,,1,0.36,开放申购,开放赎回,,,,
2024-08-14,0.8766,0.8766,,,1,-0.62,开放申购,开放赎回,,,,
2024-08-15,0.8829,0.8829,,,1,0.72,开放申购,开放赎回,,,,
2024-08-16,0.8902,0.8902,,,1,0.83,开放申购,开放赎回,,,,
2024-08-19,0.8955,0.8955,,,1,0.60,开放申购,开放赎回,,,,
2024-08-20,0.8986,0.8986,,,1,0.35,开放申购,开放赎回,,,,
2024-08-21,0.8898,0.8898,,,1,-0.98,开放申购,开放赎回,,,,
2024-08-22,0.8936,0.8936,,,1,0.43,开放申购,开放赎回,,,,
2024-08-23,0.9083,0.9083,,,1,1.65,开放申购,开放赎回,,,,
2024-08-26,0.9111,0.9111,,,1,0.31,开放申购,开放赎回,,,,
2024-08-27,0.9064,0.9064,,,1,-0.52,开放申购,开放赎回,,,,
2024-08-28,0.9002,0.9002,,,1,-0.68,开放申购,开放赎回,,,,
2024-08-29,0.8930,0.8930,,,1,-0.80,开放申购,开放赎回,,,,
2024-08-30,0.9023,0.9023,,,1,1.04,开放申购,开放赎回,,,,
2024-09-02,0.9040,0.9040,,,1,0.19,开放申购,开放赎回,,,,
2024-09-03,0.8999,0.8999,,,1,-0.45,开放申购,开放赎回,,,,
2024-09-04,0.8963,0.8963,,,1,-0.40,开放申购,开放赎回,,,,
2024-09-05,0.9009,0.9009,,,1,0.51,开放申购,开放赎回,,,,
2024-09-06,0.8976,0.8976,,,1,-0.37,开放申购,开放赎回,,,,
2024-09-09,0.8770,0.8770,,,1,-2.30,开放申购,开放赎回,,,,
2024-09-10,0.8771,0.8771,,,1,0.01,开放申购,开放赎回,,,,
2024-09-11,0.8734,0.8734,,,1,-0.42,开放申购,开放赎回,,,,
2024-09-12,0.8719,0.8719,,,1,-0.17,开放申购,开放赎回,,,,
2024-09-13,0.8736,0.8736,,,1,0.19,开放申购,开放赎回,,,,
2024-09-18,0.8862,0.8862,,,1,1.44,开放申购,开放赎回,,,,
2024-09-19,0.8937,0.8937,,,1,0.85,开放申购,开放赎回,,,,
2024-09-20,0.8981,0.8981,,,1,0.49,开放申购,开放赎回,,,,
2024-09-23,0.9126,0.9126,,,1,1.61,开放申购,开放赎回,,,,
2024-09-24,0.9500,0.9500,,,1,4.10,开放申购,开放赎回,,,,
