FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,2.0213,2.0313,,,1,-0.49,开放申购,开放赎回,,,,
2024-01-05,2.0159,2.0259,,,1,-0.27,开放申购,开放赎回,,,,
2024-01-08,1.9840,1.9940,,,1,-1.58,开放申购,开放赎回,,,,
2024-01-09,2.0198,2.0298,,,1,1.80,开放申购,开放赎回,,,,
2024-01-10,2.0273,2.0373,,,1,0.37,开放申购,开放赎回,,,,
2024-01-11,2.0705,2.0805,,,1,2.13,开放申购,开放赎回,,,,
2024-01-12,2.0583,2.0683,,,1,-0.59,开放申购,开放赎回,,,,
2024-01-15,2.0398,2.0498,,,1,-0.90,开放申购,开放赎回,,,,
2024-01-16,2.0445,2.0545,,,1,0.23,开放申购,开放赎回,,,,
2024-01-17,1.9973,2.0073,,,1,-2.31,开放申购,开放赎回,,,,
2024-01-18,2.0287,2.0387,,,1,1.57,开放申购,开放赎回,,,,
2024-01-19,2.0097,2.0197,,,1,-0.94,开放申购,开放赎回,,,,
2024-01-22,1.9181,1.9281,,,1,-4.56,开放申购,开放赎回,,,,
2024-01-23,1.9314,1.9414,,,1,0.69,开放申购,开放赎回,,,,
2024-01-24,1.9311,1.9411,,,1,-0.02,开放申购,开放赎回,,,,
2024-01-25,1.9706,1.9806,,,1,2.05,开放申购,开放赎回,,,,
2024-01-26,1.9700,1.9800,,,1,-0.03,开放申购,开放赎回,,,,
2024-01-29,1.9261,1.9361,,,1,-2.23,开放申购,开放赎回,,,,
2024-01-30,1.8969,1.9069,,,1,-1.52,开放申购,开放赎回,,,,
2024-01-31,1.8517,1.8617,,,1,-2.38,开放申购,开放赎回,,,,
2024-02-01,1.8353,1.8453,,,1,-0.89,开放申购,开放赎回,,,,
2024-02-02,1.7921,1.8021,,,1,-2.35,开放申购,开放赎回,,,,
2024-02-05,1.7400,1.7500,,,1,-2.91,开放申购,开放赎回,,,,
2024-02-06,1.8194,1.8294,,,1,4.56,开放申购,开放赎回,,,,
2024-02-07,1.8541,1.8641,,,1,1.91,开放申购,开放赎回,,,,
2024-02-08,1.9127,1.9227,,,1,3.16,开放申购,开放赎回,,,,
2024-02-19,1.9409,1.9509,,,1,1.47,开放申购,开放赎回,,,,
2024-02-20,1.9458,1.9558,,,1,0.25,开放申购,开放赎回,,,,
2024-02-21,1.9762,1.9862,,,1,1.56,开放申购,开放赎回,,,,
2024-02-22,2.0088,2.0188,,,1,1.65,开放申购,开放赎回,,,,
2024-02-23,2.0466,2.0566,,,1,1.88,开放申购,开放赎回,,,,
2024-02-26,2.0469,2.0569,,,1,0.01,开放申购,开放赎回,,,,
2024-02-27,2.0803,2.0903,,,1,1.63,开放申购,开放赎回,,,,
2024-02-28,2.0171,2.0271,,,1,-3.04,开放申购,开放赎回,,,,
2024-02-29,2.0724,2.0824,,,1,2.74,开放申购,开放赎回,,,,
2024-03-01,2.0657,2.0757,,,1,-0.32,开放申购,开放赎回,,,,
2024-03-04,2.0610,2.0710,,,1,-0.23,开放申购,开放赎回,,,,
2024-03-05,2.0411,2.0511,,,1,-0.97,开放申购,开放赎回,,,,
2024-03-06,2.0519,2.0619,,,1,0.53,开放申购,开放赎回,,,,
2024-03-07,2.0452,2.0552,,,1,-0.33,开放申购,开放赎回,,,,
2024-03-08,2.0613,2.0713,,,1,0.79,开放申购,开放赎回,,,,
2024-03-11,2.1132,2.1232,,,1,2.52,开放申购,开放赎回,,,,
2024-03-12,2.1103,2.1203,,,1,-0.14,开放申购,开放赎回,,,,
2024-03-13,2.1044,2.1144,,,1,-0.28,开放申购,开放赎回,,,,
2024-03-14,2.0999,2.1099,,,1,-0.21,开放申购,开放赎回,,,,
2024-03-15,2.1050,2.1150,,,1,0.24,开放申购,开放赎回,,,,
2024-03-18,2.1189,2.1289,,,1,0.66,开放申购,开放赎回,,,,
2024-03-19,2.1184,2.1284,,,1,-0.02,开放申购,开放赎回,,,,
2024-03-20,2.1221,2.1321,,,1,0.17,开放申购,开放赎回,,,,
2024-03-21,2.1314,2.1414,,,1,0.44,开放申购,开放赎回,,,,
