FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.0439,1.0439,,,1,-0.10,开放申购,开放赎回,,,,
2024-01-05,1.0397,1.0397,,,1,-0.40,开放申购,开放赎回,,,,
2024-01-08,1.0297,1.0297,,,1,-0.96,开放申购,开放赎回,,,,
2024-01-09,1.0324,1.0324,,,1,0.26,开放申购,开放赎回,,,,
2024-01-10,1.0299,1.0299,,,1,-0.24,开放申购,开放赎回,,,,
2024-01-11,1.0340,1.0340,,,1,0.40,开放申购,开放赎回,,,,
2024-01-12,1.0347,1.0347,,,1,0.07,开放申购,开放赎回,,,,
2024-01-15,1.0359,1.0359,,,1,0.12,开放申购,开放赎回,,,,
2024-01-16,1.0359,1.0359,,,1,0.00,开放申购,开放赎回,,,,
2024-01-17,1.0238,1.0238,,,1,-1.17,开放申购,开放赎回,,,,
2024-01-18,1.0216,1.0216,,,1,-0.21,开放申购,开放赎回,,,,
2024-01-19,1.0164,1.0164,,,1,-0.51,开放申购,开放赎回,,,,
2024-01-22,0.9928,0.9928,,,1,-2.32,开放申购,开放赎回,,,,
2024-01-23,0.9990,0.9990,,,1,0.62,开放申购,开放赎回,,,,
2024-01-24,1.0084,1.0084,,,1,0.94,开放申购,开放赎回,,,,
2024-01-25,1.0279,1.0279,,,1,1.93,开放申购,开放赎回,,,,
2024-01-26,1.0271,1.0271,,,1,-0.08,开放申购,开放赎回,,,,
2024-01-29,1.0220,1.0220,,,1,-0.50,开放申购,开放赎回,,,,
2024-01-30,1.0095,1.0095,,,1,-1.22,开放申购,开放赎回,,,,
2024-01-31,0.9991,0.9991,,,1,-1.03,开放申购,开放赎回,,,,
2024-02-01,0.9948,0.9948,,,1,-0.43,开放申购,开放赎回,,,,
2024-02-02,0.9872,0.9872,,,1,-0.76,开放申购,开放赎回,,,,
2024-02-05,0.9734,0.9734,,,1,-1.40,开放申购,开放赎回,,,,
2024-02-06,0.9979,0.9979,,,1,2.52,开放申购,开放赎回,,,,
2024-02-07,1.0103,1.0103,,,1,1.24,开放申购,开放赎回,,,,
2024-02-08,1.0202,1.0202,,,1,0.98,开放申购,开放赎回,,,,
2024-02-19,1.0241,1.0241,,,1,0.38,开放申购,开放赎回,,,,
2024-02-20,1.0306,1.0306,,,1,0.63,开放申购,开放赎回,,,,
2024-02-21,1.0362,1.0362,,,1,0.54,开放申购,开放赎回,,,,
2024-02-22,1.0413,1.0413,,,1,0.49,开放申购,开放赎回,,,,
2024-02-23,1.0437,1.0437,,,1,0.23,开放申购,开放赎回,,,,
2024-02-26,1.0419,1.0419,,,1,-0.17,开放申购,开放赎回,,,,
2024-02-27,1.0488,1.0488,,,1,0.66,开放申购,开放赎回,,,,
2024-02-28,1.0320,1.0320,,,1,-1.60,开放申购,开放赎回,,,,
2024-02-29,1.0454,1.0454,,,1,1.30,开放申购,开放赎回,,,,
2024-03-01,1.0493,1.0493,,,1,0.37,开放申购,开放赎回,,,,
2024-03-04,1.0498,1.0498,,,1,0.05,开放申购,开放赎回,,,,
2024-03-05,1.0464,1.0464,,,1,-0.32,开放申购,开放赎回,,,,
2024-03-06,1.0498,1.0498,,,1,0.32,开放申购,开放赎回,,,,
2024-03-07,1.0475,1.0475,,,1,-0.22,开放申购,开放赎回,,,,
2024-03-08,1.0547,1.0547,,,1,0.69,开放申购,开放赎回,,,,
2024-03-11,1.0606,1.0606,,,1,0.56,开放申购,开放赎回,,,,
2024-03-12,1.0594,1.0594,,,1,-0.11,开放申购,开放赎回,,,,
2024-03-13,1.0599,1.0599,,,1,0.05,开放申购,开放赎回,,,,
2024-03-14,1.0585,1.0585,,,1,-0.13,开放申购,开放赎回,,,,
2024-03-15,1.0606,1.0606,,,1,0.20,开放申购,开放赎回,,,,
2024-03-18,1.0684,1.0684,,,1,0.74,开放申购,开放赎回,,,,
2024-03-19,1.0641,1.0641,,,1,-0.40,开放申购,开放赎回,,,,
2024-03-20,1.0667,1.0667,,,1,0.24,开放申购,开放赎回,,,,
2024-03-21,1.0661,1.0661,,,1,-0.06,开放申购,开放赎回,,,,
2024-03-22,1.0583,1.0583,,,1,-0.73,开放申购,开放赎回,,,,
2024-03-25,1.0530,1.0530,,,1,-0.50,开放申购,开放赎回,,,,
2024-03-26,1.0520,1.0520,,,1,-0.09,开放申购,开放赎回,,,,
2024-03-27,1.0426,1.0426,,,1,-0.89,开放申购,开放赎回,,,,
2024-03-28,1.0480,1.0480,,,1,0.52,开放申购,开放赎回,,,,
2024-03-29,1.0544,1.0544,,,1,0.61,开放申购,开放赎回,,,,
2024-04-01,1.0629,1.0629,,,1,0.81,开放申购,开放赎回,,,,
2024-04-02,1.0648,1.0648,,,1,0.18,开放申购,开放赎回,,,,
2024-04-03,1.0674,1.0674,,,1,0.24,开放申购,开放赎回,,,,
2024-04-08,1.0619,1.0619,,,1,-0.52,开放申购,开放赎回,,,,
2024-04-09,1.0649,1.0649,,,1,0.28,开放申购,开放赎回,,,,
2024-04-10,1.0606,1.0606,,,1,-0.40,开放申购,开放赎回,,,,
2024-04-11,1.0661,1.0661,,,1,0.52,开放申购,开放赎回,,,,
2024-04-12,1.0691,1.0691,,,1,0.28,开放申购,开放赎回,,,,
2024-04-15,1.0725,1.0725,,,1,0.32,开放申购,开放赎回,,,,
2024-04-16,1.0580,1.0580,,,1,-1.35,开放申购,开放赎回,,,,
2024-04-17,1.0738,1.0738,,,1,1.49,开放申购,开放赎回,,,,
2024-04-18,1.0756,1.0756,,,1,0.17,开放申购,开放赎回,,,,
2024-04-19,1.0780,1.0780,,,1,0.22,开放申购,开放赎回,,,,
2024-04-22,1.0763,1.0763,,,1,-0.16,开放申购,开放赎回,,,,
2024-04-23,1.0687,1.0687,,,1,-0.71,开放申购,开放赎回,,,,
2024-04-24,1.0734,1.0734,,,1,0.44,开放申购,开放赎回,,,,
2024-04-25,1.0737,1.0737,,,1,0.03,开放申购,开放赎回,,,,
