FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.7390,1.7390,,,1,0.41,开放申购,开放赎回,,,,
2024-01-05,1.7414,1.7414,,,1,0.14,开放申购,开放赎回,,,,
2024-01-08,1.7198,1.7198,,,1,-1.24,开放申购,开放赎回,,,,
2024-01-09,1.7262,1.7262,,,1,0.37,开放申购,开放赎回,,,,
2024-01-10,1.7196,1.7196,,,1,-0.38,开放申购,开放赎回,,,,
2024-01-11,1.7263,1.7263,,,1,0.39,开放申购,开放赎回,,,,
2024-01-12,1.7281,1.7281,,,1,0.10,开放申购,开放赎回,,,,
2024-01-15,1.7365,1.7365,,,1,0.49,开放申购,开放赎回,,,,
2024-01-16,1.7396,1.7396,,,1,0.18,开放申购,开放赎回,,,,
2024-01-17,1.7134,1.7134,,,1,-1.51,开放申购,开放赎回,,,,
2024-01-18,1.7188,1.7188,,,1,0.32,开放申购,开放赎回,,,,
2024-01-19,1.7079,1.7079,,,1,-0.63,开放申购,开放赎回,,,,
2024-01-22,1.6709,1.6709,,,1,-2.17,开放申购,开放赎回,,,,
2024-01-23,1.6890,1.6890,,,1,1.08,开放申购,开放赎回,,,,
2024-01-24,1.7130,1.7130,,,1,1.42,开放申购,开放赎回,,,,
2024-01-25,1.7398,1.7398,,,1,1.56,开放申购,开放赎回,,,,
2024-01-26,1.7373,1.7373,,,1,-0.14,开放申购,开放赎回,,,,
2024-01-29,1.7379,1.7379,,,1,0.03,开放申购,开放赎回,,,,
2024-01-30,1.7196,1.7196,,,1,-1.05,开放申购,开放赎回,,,,
2024-01-31,1.7009,1.7009,,,1,-1.09,开放申购,开放赎回,,,,
2024-02-01,1.7050,1.7050,,,1,0.24,开放申购,开放赎回,,,,
2024-02-02,1.6965,1.6965,,,1,-0.50,开放申购,开放赎回,,,,
2024-02-05,1.7019,1.7019,,,1,0.32,开放申购,开放赎回,,,,
2024-02-06,1.7448,1.7448,,,1,2.52,开放申购,开放赎回,,,,
2024-02-07,1.7731,1.7731,,,1,1.62,开放申购,开放赎回,,,,
2024-02-08,1.7791,1.7791,,,1,0.34,开放申购,开放赎回,,,,
2024-02-19,1.7934,1.7934,,,1,0.80,开放申购,开放赎回,,,,
2024-02-20,1.7991,1.7991,,,1,0.32,开放申购,开放赎回,,,,
2024-02-21,1.8024,1.8024,,,1,0.18,开放申购,开放赎回,,,,
2024-02-22,1.8179,1.8179,,,1,0.86,开放申购,开放赎回,,,,
2024-02-23,1.8117,1.8117,,,1,-0.34,开放申购,开放赎回,,,,
2024-02-26,1.8221,1.8221,,,1,0.57,开放申购,开放赎回,,,,
2024-02-27,1.8412,1.8412,,,1,1.05,开放申购,开放赎回,,,,
2024-02-28,1.8202,1.8202,,,1,-1.14,开放申购,开放赎回,,,,
