FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.7120,1.7120,,,1,-0.93,限制大额申购,开放赎回,,,,
2024-01-05,1.6730,1.6730,,,1,-2.28,限制大额申购,开放赎回,,,,
2024-01-08,1.6480,1.6480,,,1,-1.49,限制大额申购,开放赎回,,,,
2024-01-09,1.6500,1.6500,,,1,0.12,限制大额申购,开放赎回,,,,
2024-01-10,1.6260,1.6260,,,1,-1.45,限制大额申购,开放赎回,,,,
2024-01-11,1.6490,1.6490,,,1,1.41,限制大额申购,开放赎回,,,,
2024-01-12,1.6350,1.6350,,,1,-0.85,限制大额申购,开放赎回,,,,
2024-01-15,1.6310,1.6310,,,1,-0.24,限制大额申购,开放赎回,,,,
2024-01-16,1.6370,1.6370,,,1,0.37,限制大额申购,开放赎回,,,,
2024-01-17,1.5990,1.5990,,,1,-2.32,限制大额申购,开放赎回,,,,
2024-01-18,1.6470,1.6470,,,1,3.00,限制大额申购,开放赎回,,,,
2024-01-19,1.6390,1.6390,,,1,-0.49,限制大额申购,开放赎回,,,,
2024-01-22,1.5860,1.5860,,,1,-3.23,限制大额申购,开放赎回,,,,
2024-01-23,1.6230,1.6230,,,1,2.33,限制大额申购,开放赎回,,,,
2024-01-24,1.6310,1.6310,,,1,0.49,限制大额申购,开放赎回,,,,
2024-01-25,1.6580,1.6580,,,1,1.66,限制大额申购,开放赎回,,,,
2024-01-26,1.6240,1.6240,,,1,-2.05,限制大额申购,开放赎回,,,,
2024-01-29,1.5430,1.5430,,,1,-4.99,限制大额申购,开放赎回,,,,
2024-01-30,1.5070,1.5070,,,1,-2.33,限制大额申购,开放赎回,,,,
2024-01-31,1.4670,1.4670,,,1,-2.65,限制大额申购,开放赎回,,,,
2024-02-01,1.5060,1.5060,,,1,2.66,限制大额申购,开放赎回,,,,
2024-02-02,1.4770,1.4770,,,1,-1.93,限制大额申购,开放赎回,,,,
2024-02-05,1.4750,1.4750,,,1,-0.14,限制大额申购,开放赎回,,,,
2024-02-06,1.5940,1.5940,,,1,8.07,限制大额申购,开放赎回,,,,
2024-02-07,1.6140,1.6140,,,1,1.25,限制大额申购,开放赎回,,,,
2024-02-08,1.6380,1.6380,,,1,1.49,限制大额申购,开放赎回,,,,
2024-02-19,1.7330,1.7330,,,1,5.80,限制大额申购,开放赎回,,,,
2024-02-20,1.7370,1.7370,,,1,0.23,限制大额申购,开放赎回,,,,
2024-02-21,1.7210,1.7210,,,1,-0.92,限制大额申购,开放赎回,,,,
2024-02-22,1.7400,1.7400,,,1,1.10,限制大额申购,开放赎回,,,,
2024-02-23,1.7430,1.7430,,,1,0.17,限制大额申购,开放赎回,,,,
2024-02-26,1.7590,1.7590,,,1,0.92,限制大额申购,开放赎回,,,,
2024-02-27,1.8280,1.8280,,,1,3.92,限制大额申购,开放赎回,,,,
2024-02-28,1.7620,1.7620,,,1,-3.61,限制大额申购,开放赎回,,,,
2024-02-29,1.8230,1.8230,,,1,3.46,限制大额申购,开放赎回,,,,
2024-03-01,1.8570,1.8570,,,1,1.87,限制大额申购,开放赎回,,,,
2024-03-04,1.9010,1.9010,,,1,2.37,限制大额申购,开放赎回,,,,
2024-03-05,1.9010,1.9010,,,1,0.00,限制大额申购,开放赎回,,,,
2024-03-06,1.8810,1.8810,,,1,-1.05,限制大额申购,开放赎回,,,,
2024-03-07,1.8440,1.8440,,,1,-1.97,限制大额申购,开放赎回,,,,
2024-03-08,1.8790,1.8790,,,1,1.90,限制大额申购,开放赎回,,,,
2024-03-11,1.8970,1.8970,,,1,0.96,限制大额申购,开放赎回,,,,
2024-03-12,1.9020,1.9020,,,1,0.26,限制大额申购,开放赎回,,,,
2024-03-13,1.9160,1.9160,,,1,0.74,限制大额申购,开放赎回,,,,
2024-03-14,1.9170,1.9170,,,1,0.05,限制大额申购,开放赎回,,,,
2024-03-15,1.9520,1.9520,,,1,1.83,限制大额申购,开放赎回,,,,
2024-03-18,1.9940,1.9940,,,1,2.15,限制大额申购,开放赎回,,,,
2024-03-19,1.9630,1.9630,,,1,-1.55,限制大额申购,开放赎回,,,,
2024-03-20,1.9640,1.9640,,,1,0.05,限制大额申购,开放赎回,,,,
2024-03-21,1.9630,1.9630,,,1,-0.05,限制大额申购,开放赎回,,,,
2024-03-22,1.9580,1.9580,,,1,-0.25,限制大额申购,开放赎回,,,,
2024-03-25,1.9280,1.9280,,,1,-1.53,限制大额申购,开放赎回,,,,
2024-03-26,1.9130,1.9130,,,1,-0.78,限制大额申购,开放赎回,,,,
2024-03-27,1.8690,1.8690,,,1,-2.30,限制大额申购,开放赎回,,,,
2024-03-28,1.8620,1.8620,,,1,-0.37,限制大额申购,开放赎回,,,,
2024-03-29,1.8670,1.8670,,,1,0.27,限制大额申购,开放赎回,,,,
2024-04-01,1.9230,1.9230,,,1,3.00,限制大额申购,开放赎回,,,,
2024-04-02,1.9150,1.9150,,,1,-0.42,限制大额申购,开放赎回,,,,
2024-04-03,1.8910,1.8910,,,1,-1.25,限制大额申购,开放赎回,,,,
2024-04-08,1.8950,1.8950,,,1,0.21,限制大额申购,开放赎回,,,,
2024-04-09,1.9190,1.9190,,,1,1.27,限制大额申购,开放赎回,,,,
2024-04-10,1.8880,1.8880,,,1,-1.62,限制大额申购,开放赎回,,,,
2024-04-11,1.8830,1.8830,,,1,-0.26,限制大额申购,开放赎回,,,,
2024-04-12,1.8770,1.8770,,,1,-0.32,限制大额申购,开放赎回,,,,
2024-04-15,1.8900,1.8900,,,1,0.69,限制大额申购,开放赎回,,,,
2024-04-16,1.8410,1.8410,,,1,-2.59,限制大额申购,开放赎回,,,,
2024-04-17,1.8730,1.8730,,,1,1.74,限制大额申购,开放赎回,,,,
2024-04-18,1.8660,1.8660,,,1,-0.37,限制大额申购,开放赎回,,,,
2024-04-19,1.8530,1.8530,,,1,-0.70,限制大额申购,开放赎回,,,,
2024-04-22,1.8330,1.8330,,,1,-1.08,限制大额申购,开放赎回,,,,
2024-04-23,1.8410,1.8410,,,1,0.44,限制大额申购,开放赎回,,,,
2024-04-24,1.8830,1.8830,,,1,2.28,限制大额申购,开放赎回,,,,
2024-04-25,1.8760,1.8760,,,1,-0.37,限制大额申购,开放赎回,,,,
2024-04-26,1.9350,1.9350,,,1,3.14,限制大额申购,开放赎回,,,,
2024-04-29,1.9730,1.9730,,,1,1.96,限制大额申购,开放赎回,,,,
2024-04-30,1.9480,1.9480,,,1,-1.27,限制大额申购,开放赎回,,,,
2024-05-06,1.9810,1.9810,,,1,1.69,限制大额申购,开放赎回,,,,
2024-05-07,1.9790,1.9790,,,1,-0.10,限制大额申购,开放赎回,,,,
2024-05-08,1.9680,1.9680,,,1,-0.56,限制大额申购,开放赎回,,,,
2024-05-09,1.9810,1.9810,,,1,0.66,限制大额申购,开放赎回,,,,
2024-05-10,1.9700,1.9700,,,1,-0.56,限制大额申购,开放赎回,,,,
2024-05-13,1.9530,1.9530,,,1,-0.86,限制大额申购,开放赎回,,,,
2024-05-14,1.9400,1.9400,,,1,-0.67,限制大额申购,开放赎回,,,,
2024-05-15,1.9330,1.9330,,,1,-0.36,限制大额申购,开放赎回,,,,
2024-05-16,1.9380,1.9380,,,1,0.26,限制大额申购,开放赎回,,,,
2024-05-17,1.9570,1.9570,,,1,0.98,限制大额申购,开放赎回,,,,
2024-05-20,1.9740,1.9740,,,1,0.87,限制大额申购,开放赎回,,,,
2024-05-21,1.9660,1.9660,,,1,-0.41,限制大额申购,开放赎回,,,,
2024-05-22,1.9490,1.9490,,,1,-0.86,限制大额申购,开放赎回,,,,
2024-05-23,1.9380,1.9380,,,1,-0.56,限制大额申购,开放赎回,,,,
2024-05-24,1.9020,1.9020,,,1,-1.86,限制大额申购,开放赎回,,,,
2024-05-27,1.9240,1.9240,,,1,1.16,限制大额申购,开放赎回,,,,
2024-05-28,1.8930,1.8930,,,1,-1.61,限制大额申购,开放赎回,,,,
2024-05-29,1.9010,1.9010,,,1,0.42,限制大额申购,开放赎回,,,,
2024-05-30,1.8930,1.8930,,,1,-0.42,限制大额申购,开放赎回,,,,
2024-05-31,1.8840,1.8840,,,1,-0.48,限制大额申购,开放赎回,,,,
2024-06-03,1.9270,1.9270,,,1,2.28,限制大额申购,开放赎回,,,,
2024-06-04,1.9440,1.9440,,,1,0.88,限制大额申购,开放赎回,,,,
2024-06-05,1.9230,1.9230,,,1,-1.08,限制大额申购,开放赎回,,,,
2024-06-06,1.9350,1.9350,,,1,0.62,限制大额申购,开放赎回,,,,
2024-06-07,1.8990,1.8990,,,1,-1.86,限制大额申购,开放赎回,,,,
2024-06-11,1.9000,1.9000,,,1,0.05,限制大额申购,开放赎回,,,,
2024-06-12,1.9060,1.9060,,,1,0.32,限制大额申购,开放赎回,,,,
2024-06-13,1.9160,1.9160,,,1,0.52,限制大额申购,开放赎回,,,,
2024-06-14,1.9540,1.9540,,,1,1.98,限制大额申购,开放赎回,,,,
2024-06-17,1.9790,1.9790,,,1,1.28,限制大额申购,开放赎回,,,,
2024-06-18,1.9930,1.9930,,,1,0.71,限制大额申购,开放赎回,,,,
2024-06-19,1.9820,1.9820,,,1,-0.55,限制大额申购,开放赎回,,,,
2024-06-20,1.9670,1.9670,,,1,-0.76,限制大额申购,开放赎回,,,,
2024-06-21,1.9590,1.9590,,,1,-0.41,限制大额申购,开放赎回,,,,
2024-06-24,1.9280,1.9280,,,1,-1.58,限制大额申购,开放赎回,,,,
2024-06-25,1.8930,1.8930,,,1,-1.82,限制大额申购,开放赎回,,,,
2024-06-26,1.9140,1.9140,,,1,1.11,限制大额申购,开放赎回,,,,
2024-06-27,1.8780,1.8780,,,1,-1.88,限制大额申购,开放赎回,,,,
2024-06-28,1.8840,1.8840,,,1,0.32,限制大额申购,开放赎回,,,,
2024-06-30,1.8830,1.8830,,,0,-0.05,限制大额申购,开放赎回,,,,
2024-07-01,1.9150,1.9150,,,1,1.70,限制大额申购,开放赎回,,,,
2024-07-02,1.8910,1.8910,,,1,-1.25,限制大额申购,开放赎回,,,,
2024-07-03,1.8710,1.8710,,,1,-1.06,限制大额申购,开放赎回,,,,
2024-07-04,1.8590,1.8590,,,1,-0.64,限制大额申购,开放赎回,,,,
2024-07-05,1.8690,1.8690,,,1,0.54,限制大额申购,开放赎回,,,,
2024-07-08,1.8560,1.8560,,,1,-0.70,限制大额申购,开放赎回,,,,
2024-07-09,1.8910,1.8910,,,1,1.89,限制大额申购,开放赎回,,,,
2024-07-10,1.9050,1.9050,,,1,0.74,限制大额申购,开放赎回,,,,
2024-07-11,1.9300,1.9300,,,1,1.31,限制大额申购,开放赎回,,,,
2024-07-12,1.9270,1.9270,,,1,-0.16,限制大额申购,开放赎回,,,,
2024-07-15,1.9190,1.9190,,,1,-0.42,限制大额申购,开放赎回,,,,
2024-07-16,1.9360,1.9360,,,1,0.89,限制大额申购,开放赎回,,,,
2024-07-17,1.9150,1.9150,,,1,-1.08,限制大额申购,开放赎回,,,,
2024-07-18,1.9510,1.9510,,,1,1.88,限制大额申购,开放赎回,,,,
2024-07-19,1.9320,1.9320,,,1,-0.97,限制大额申购,开放赎回,,,,
2024-07-22,1.9360,1.9360,,,1,0.21,限制大额申购,开放赎回,,,,
2024-07-23,1.8870,1.8870,,,1,-2.53,限制大额申购,开放赎回,,,,
2024-07-24,1.8650,1.8650,,,1,-1.17,限制大额申购,开放赎回,,,,
2024-07-25,1.8350,1.8350,,,1,-1.61,限制大额申购,开放赎回,,,,
2024-07-26,1.8480,1.8480,,,1,0.71,限制大额申购,开放赎回,,,,
2024-07-29,1.8500,1.8500,,,1,0.11,限制大额申购,开放赎回,,,,
2024-07-30,1.8270,1.8270,,,1,-1.24,限制大额申购,开放赎回,,,,
2024-07-31,1.8710,1.8710,,,1,2.41,限制大额申购,开放赎回,,,,
2024-08-01,1.8580,1.8580,,,1,-0.69,限制大额申购,开放赎回,,,,
2024-08-02,1.7990,1.7990,,,1,-3.18,限制大额申购,开放赎回,,,,
2024-08-05,1.7450,1.7450,,,1,-3.00,限制大额申购,开放赎回,,,,
2024-08-06,1.7780,1.7780,,,1,1.89,限制大额申购,开放赎回,,,,
2024-08-07,1.7780,1.7780,,,1,0.00,限制大额申购,开放赎回,,,,
2024-08-08,1.7630,1.7630,,,1,-0.84,限制大额申购,开放赎回,,,,
2024-08-09,1.7690,1.7690,,,1,0.34,限制大额申购,开放赎回,,,,
2024-08-12,1.7670,1.7670,,,1,-0.11,限制大额申购,开放赎回,,,,
2024-08-13,1.7820,1.7820,,,1,0.85,限制大额申购,开放赎回,,,,
2024-08-14,1.7660,1.7660,,,1,-0.90,限制大额申购,开放赎回,,,,
2024-08-15,1.7720,1.7720,,,1,0.34,限制大额申购,开放赎回,,,,
2024-08-16,1.7960,1.7960,,,1,1.35,限制大额申购,开放赎回,,,,
2024-08-19,1.7970,1.7970,,,1,0.06,限制大额申购,开放赎回,,,,
2024-08-20,1.7760,1.7760,,,1,-1.17,限制大额申购,开放赎回,,,,
2024-08-21,1.7720,1.7720,,,1,-0.23,限制大额申购,开放赎回,,,,
2024-08-22,1.7710,1.7710,,,1,-0.06,限制大额申购,开放赎回,,,,
2024-08-23,1.7640,1.7640,,,1,-0.40,限制大额申购,开放赎回,,,,
2024-08-26,1.7540,1.7540,,,1,-0.57,限制大额申购,开放赎回,,,,
2024-08-27,1.7380,1.7380,,,1,-0.91,限制大额申购,开放赎回,,,,
2024-08-28,1.7280,1.7280,,,1,-0.58,限制大额申购,开放赎回,,,,
2024-08-29,1.7130,1.7130,,,1,-0.87,限制大额申购,开放赎回,,,,
2024-08-30,1.7600,1.7600,,,1,2.74,限制大额申购,开放赎回,,,,
2024-09-02,1.7060,1.7060,,,1,-3.07,限制大额申购,开放赎回,,,,
2024-09-03,1.7280,1.7280,,,1,1.29,限制大额申购,开放赎回,,,,
2024-09-04,1.7230,1.7230,,,1,-0.29,限制大额申购,开放赎回,,,,
2024-09-05,1.7300,1.7300,,,1,0.41,限制大额申购,开放赎回,,,,
2024-09-06,1.6990,1.6990,,,1,-1.79,限制大额申购,开放赎回,,,,
2024-09-09,1.7070,1.7070,,,1,0.47,限制大额申购,开放赎回,,,,
2024-09-10,1.7230,1.7230,,,1,0.94,限制大额申购,开放赎回,,,,
2024-09-11,1.7430,1.7430,,,1,1.16,限制大额申购,开放赎回,,,,
2024-09-12,1.7490,1.7490,,,1,0.34,限制大额申购,开放赎回,,,,
2024-09-13,1.7670,1.7670,,,1,1.03,限制大额申购,开放赎回,,,,
