FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.2855,1.2855,,,1,0.37,开放申购,开放赎回,,,,
2024-01-05,1.2900,1.2900,,,1,0.35,开放申购,开放赎回,,,,
2024-01-08,1.2720,1.2720,,,1,-1.40,开放申购,开放赎回,,,,
2024-01-09,1.2755,1.2755,,,1,0.28,开放申购,开放赎回,,,,
2024-01-10,1.2704,1.2704,,,1,-0.40,开放申购,开放赎回,,,,
2024-01-11,1.2781,1.2781,,,1,0.61,开放申购,开放赎回,,,,
2024-01-12,1.2846,1.2846,,,1,0.51,开放申购,开放赎回,,,,
2024-01-15,1.2899,1.2899,,,1,0.41,开放申购,开放赎回,,,,
2024-01-16,1.2954,1.2954,,,1,0.43,开放申购,开放赎回,,,,
2024-01-17,1.2728,1.2728,,,1,-1.74,开放申购,开放赎回,,,,
2024-01-18,1.2775,1.2775,,,1,0.37,开放申购,开放赎回,,,,
2024-01-19,1.2716,1.2716,,,1,-0.46,开放申购,开放赎回,,,,
2024-01-22,1.2419,1.2419,,,1,-2.34,开放申购,开放赎回,,,,
2024-01-23,1.2483,1.2483,,,1,0.52,开放申购,开放赎回,,,,
2024-01-24,1.2786,1.2786,,,1,2.43,开放申购,开放赎回,,,,
2024-01-25,1.2883,1.2883,,,1,0.76,开放申购,开放赎回,,,,
2024-01-26,1.2876,1.2876,,,1,-0.05,开放申购,开放赎回,,,,
2024-01-29,1.2994,1.2994,,,1,0.92,开放申购,开放赎回,,,,
2024-01-30,1.2860,1.2860,,,1,-1.03,开放申购,开放赎回,,,,
2024-01-31,1.2820,1.2820,,,1,-0.31,开放申购,开放赎回,,,,
2024-02-01,1.2835,1.2835,,,1,0.12,开放申购,开放赎回,,,,
2024-02-02,1.2857,1.2857,,,1,0.17,开放申购,开放赎回,,,,
2024-02-05,1.2921,1.2921,,,1,0.50,开放申购,开放赎回,,,,
2024-02-06,1.3117,1.3117,,,1,1.52,开放申购,开放赎回,,,,
2024-02-07,1.3220,1.3220,,,1,0.79,开放申购,开放赎回,,,,
2024-02-08,1.3280,1.3280,,,1,0.45,开放申购,开放赎回,,,,
2024-02-19,1.3366,1.3366,,,1,0.65,开放申购,开放赎回,,,,
2024-02-20,1.3498,1.3498,,,1,0.99,开放申购,开放赎回,,,,
2024-02-21,1.3555,1.3555,,,1,0.42,开放申购,开放赎回,,,,
2024-02-22,1.3735,1.3735,,,1,1.33,开放申购,开放赎回,,,,
2024-02-23,1.3658,1.3658,,,1,-0.56,开放申购,开放赎回,,,,
2024-02-26,1.3639,1.3639,,,1,-0.14,开放申购,开放赎回,,,,
2024-02-27,1.3692,1.3692,,,1,0.39,开放申购,开放赎回,,,,
2024-02-28,1.3621,1.3621,,,1,-0.52,开放申购,开放赎回,,,,
2024-02-29,1.3649,1.3649,,,1,0.21,开放申购,开放赎回,,,,
2024-03-01,1.3653,1.3653,,,1,0.03,开放申购,开放赎回,,,,
2024-03-04,1.3621,1.3621,,,1,-0.23,开放申购,开放赎回,,,,
2024-03-05,1.3663,1.3663,,,1,0.31,开放申购,开放赎回,,,,
2024-03-06,1.3689,1.3689,,,1,0.19,开放申购,开放赎回,,,,
2024-03-07,1.3716,1.3716,,,1,0.20,开放申购,开放赎回,,,,
2024-03-08,1.3749,1.3749,,,1,0.24,开放申购,开放赎回,,,,
2024-03-11,1.3813,1.3813,,,1,0.47,开放申购,开放赎回,,,,
2024-03-12,1.3791,1.3791,,,1,-0.16,开放申购,开放赎回,,,,
2024-03-13,1.3756,1.3756,,,1,-0.25,开放申购,开放赎回,,,,
2024-03-14,1.3782,1.3782,,,1,0.19,开放申购,开放赎回,,,,
