FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-03,4.8993,4.8993,,,1,-0.76,限制大额申购,开放赎回,,,,
2024-01-04,4.8722,4.8722,,,1,-0.55,限制大额申购,开放赎回,,,,
2024-01-05,4.8813,4.8813,,,1,0.19,限制大额申购,开放赎回,,,,
2024-01-08,4.9827,4.9827,,,1,2.08,限制大额申购,开放赎回,,,,
2024-01-09,4.9915,4.9915,,,1,0.18,限制大额申购,开放赎回,,,,
2024-01-10,5.0293,5.0293,,,1,0.76,限制大额申购,开放赎回,,,,
2024-01-11,5.0391,5.0391,,,1,0.19,限制大额申购,开放赎回,,,,
2024-01-12,5.0397,5.0397,,,1,0.01,限制大额申购,开放赎回,,,,
2024-01-15,5.0415,5.0415,,,1,0.04,暂停申购,暂停赎回,,,,
2024-01-16,5.0436,5.0436,,,1,0.04,限制大额申购,开放赎回,,,,
2024-01-17,5.0180,5.0180,,,1,-0.51,限制大额申购,开放赎回,,,,
2024-01-18,5.0891,5.0891,,,1,1.42,限制大额申购,开放赎回,,,,
2024-01-19,5.1845,5.1845,,,1,1.87,限制大额申购,开放赎回,,,,
2024-01-22,5.1849,5.1849,,,1,0.01,限制大额申购,开放赎回,,,,
2024-01-23,5.2058,5.2058,,,1,0.40,限制大额申购,开放赎回,,,,
2024-01-24,5.2294,5.2294,,,1,0.45,限制大额申购,开放赎回,,,,
2024-01-25,5.2334,5.2334,,,1,0.08,限制大额申购,开放赎回,,,,
2024-01-26,5.2067,5.2067,,,1,-0.51,限制大额申购,开放赎回,,,,
2024-01-29,5.2589,5.2589,,,1,1.00,限制大额申购,开放赎回,,,,
2024-01-30,5.2218,5.2218,,,1,-0.71,限制大额申购,开放赎回,,,,
2024-01-31,5.1207,5.1207,,,1,-1.94,限制大额申购,开放赎回,,,,
2024-02-01,5.1805,5.1805,,,1,1.17,限制大额申购,开放赎回,,,,
2024-02-02,5.2666,5.2666,,,1,1.66,限制大额申购,开放赎回,,,,
2024-02-05,5.2611,5.2611,,,1,-0.10,限制大额申购,开放赎回,,,,
2024-02-06,5.2497,5.2497,,,1,-0.22,限制大额申购,开放赎回,,,,
2024-02-07,5.3008,5.3008,,,1,0.97,限制大额申购,开放赎回,,,,
2024-02-08,5.3083,5.3083,,,1,0.14,限制大额申购,开放赎回,,,,
2024-02-19,5.2771,5.2771,,,1,-0.59,暂停申购,暂停赎回,,,,
2024-02-20,5.2377,5.2377,,,1,-0.75,限制大额申购,开放赎回,,,,
2024-02-21,5.2151,5.2151,,,1,-0.43,限制大额申购,开放赎回,,,,
2024-02-22,5.3698,5.3698,,,1,2.97,限制大额申购,开放赎回,,,,
2024-02-23,5.3523,5.3523,,,1,-0.33,限制大额申购,开放赎回,,,,
2024-02-26,5.3507,5.3507,,,1,-0.03,限制大额申购,开放赎回,,,,
2024-02-27,5.3603,5.3603,,,1,0.18,限制大额申购,开放赎回,,,,
2024-02-28,5.3327,5.3327,,,1,-0.51,限制大额申购,开放赎回,,,,
2024-02-29,5.3803,5.3803,,,1,0.89,限制大额申购,开放赎回,,,,
2024-03-01,5.4568,5.4568,,,1,1.42,限制大额申购,开放赎回,,,,
2024-03-04,5.4312,5.4312,,,1,-0.47,限制大额申购,开放赎回,,,,
2024-03-05,5.3362,5.3362,,,1,-1.75,限制大额申购,开放赎回,,,,
2024-03-06,5.3701,5.3701,,,1,0.64,限制大额申购,开放赎回,,,,
2024-03-07,5.4514,5.4514,,,1,1.51,限制大额申购,开放赎回,,,,
2024-03-08,5.3691,5.3691,,,1,-1.51,限制大额申购,开放赎回,,,,
2024-03-11,5.3476,5.3476,,,1,-0.40,限制大额申购,开放赎回,,,,
2024-03-12,5.4254,5.4254,,,1,1.45,限制大额申购,开放赎回,,,,
2024-03-13,5.3803,5.3803,,,1,-0.83,限制大额申购,开放赎回,,,,
2024-03-14,5.3681,5.3681,,,1,-0.23,限制大额申购,开放赎回,,,,
2024-03-15,5.3067,5.3067,,,1,-1.14,限制大额申购,开放赎回,,,,
2024-03-18,5.3567,5.3567,,,1,0.94,限制大额申购,开放赎回,,,,
2024-03-19,5.3727,5.3727,,,1,0.30,限制大额申购,开放赎回,,,,
2024-03-20,5.4332,5.4332,,,1,1.13,限制大额申购,开放赎回,,,,
2024-03-21,5.4539,5.4539,,,1,0.38,限制大额申购,开放赎回,,,,
2024-03-22,5.4634,5.4634,,,1,0.17,限制大额申购,开放赎回,,,,
2024-03-25,5.4440,5.4440,,,1,-0.36,限制大额申购,开放赎回,,,,
2024-03-26,5.4204,5.4204,,,1,-0.43,限制大额申购,开放赎回,,,,
2024-03-27,5.4406,5.4406,,,1,0.37,限制大额申购,开放赎回,,,,
2024-03-28,5.4324,5.4324,,,1,-0.15,限制大额申购,开放赎回,,,,
2024-03-29,5.4324,5.4324,,,1,0.00,暂停申购,暂停赎回,,,,
2024-04-01,5.4424,5.4424,,,1,0.18,限制大额申购,开放赎回,,,,
2024-04-02,5.3947,5.3947,,,1,-0.88,限制大额申购,开放赎回,,,,
2024-04-03,5.4056,5.4056,,,1,0.20,限制大额申购,开放赎回,,,,
2024-04-08,5.3872,5.3872,,,1,-0.34,限制大额申购,开放赎回,,,,
2024-04-09,5.4082,5.4082,,,1,0.39,限制大额申购,开放赎回,,,,
2024-04-10,5.3636,5.3636,,,1,-0.82,限制大额申购,开放赎回,,,,
2024-04-11,5.4499,5.4499,,,1,1.61,限制大额申购,开放赎回,,,,
2024-04-12,5.3611,5.3611,,,1,-1.63,限制大额申购,开放赎回,,,,
2024-04-15,5.2749,5.2749,,,1,-1.61,限制大额申购,开放赎回,,,,
2024-04-16,5.2783,5.2783,,,1,0.06,限制大额申购,开放赎回,,,,
2024-04-17,5.2126,5.2126,,,1,-1.24,限制大额申购,开放赎回,,,,
2024-04-18,5.1827,5.1827,,,1,-0.57,限制大额申购,开放赎回,,,,
2024-04-19,5.0738,5.0738,,,1,-2.10,限制大额申购,开放赎回,,,,
2024-04-22,5.1265,5.1265,,,1,1.04,限制大额申购,开放赎回,,,,
2024-04-23,5.2078,5.2078,,,1,1.59,限制大额申购,开放赎回,,,,
2024-04-24,5.2244,5.2244,,,1,0.32,限制大额申购,开放赎回,,,,
2024-04-25,5.1954,5.1954,,,1,-0.56,限制大额申购,开放赎回,,,,
2024-04-26,5.2826,5.2826,,,1,1.68,限制大额申购,开放赎回,,,,
2024-04-29,5.3008,5.3008,,,1,0.34,限制大额申购,开放赎回,,,,
2024-04-30,5.2001,5.2001,,,1,-1.90,限制大额申购,开放赎回,,,,
2024-05-06,5.3908,5.3908,,,1,3.67,限制大额申购,开放赎回,,,,
2024-05-07,5.3903,5.3903,,,1,-0.01,限制大额申购,开放赎回,,,,
2024-05-08,5.3890,5.3890,,,1,-0.02,限制大额申购,开放赎回,,,,
2024-05-09,5.3983,5.3983,,,1,0.17,限制大额申购,开放赎回,,,,
2024-05-10,5.4104,5.4104,,,1,0.22,限制大额申购,开放赎回,,,,
2024-05-13,5.4209,5.4209,,,1,0.19,限制大额申购,开放赎回,,,,
2024-05-14,5.4595,5.4595,,,1,0.71,限制大额申购,开放赎回,,,,
2024-05-15,5.5407,5.5407,,,1,1.49,限制大额申购,开放赎回,,,,
2024-05-16,5.5280,5.5280,,,1,-0.23,限制大额申购,开放赎回,,,,
2024-05-17,5.5249,5.5249,,,1,-0.06,限制大额申购,开放赎回,,,,
2024-05-20,5.5620,5.5620,,,1,0.67,限制大额申购,开放赎回,,,,
2024-05-21,5.5747,5.5747,,,1,0.23,限制大额申购,开放赎回,,,,
2024-05-22,5.5726,5.5726,,,1,-0.04,限制大额申购,开放赎回,,,,
2024-05-23,5.5509,5.5509,,,1,-0.39,限制大额申购,开放赎回,,,,
2024-05-24,5.6051,5.6051,,,1,0.98,限制大额申购,开放赎回,,,,
2024-05-27,5.6040,5.6040,,,1,-0.02,暂停申购,暂停赎回,,,,
