FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2024-01-04,1.0345,1.3981,,,1,-0.06,开放申购,开放赎回,,,,
2024-01-05,1.0342,1.3978,,,1,-0.03,开放申购,开放赎回,,,,
2024-01-08,1.0328,1.3964,,,1,-0.14,开放申购,开放赎回,,,,
2024-01-09,1.0333,1.3969,,,1,0.05,开放申购,开放赎回,,,,
2024-01-10,1.0324,1.3960,,,1,-0.09,开放申购,开放赎回,,,,
2024-01-11,1.0315,1.3951,,,1,-0.09,开放申购,开放赎回,,,,
2024-01-12,1.0322,1.3958,,,1,0.07,开放申购,开放赎回,,,,
2024-01-15,1.0326,1.3962,,,1,0.04,开放申购,开放赎回,,,,
2024-01-16,1.0327,1.3963,,,1,0.01,开放申购,开放赎回,,,,
2024-01-17,1.0312,1.3948,,,1,-0.15,开放申购,开放赎回,,,,
2024-01-18,1.0314,1.3950,,,1,0.02,开放申购,开放赎回,,,,
2024-01-19,1.0321,1.3957,,,1,0.07,开放申购,开放赎回,,,,
2024-01-22,1.0309,1.3945,,,1,-0.12,开放申购,开放赎回,,,,
2024-01-23,1.0313,1.3949,,,1,0.04,开放申购,开放赎回,,,,
2024-01-24,1.0336,1.3972,,,1,0.22,开放申购,开放赎回,,,,
2024-01-25,1.0354,1.3990,,,1,0.17,开放申购,开放赎回,,,,
2024-01-26,1.0363,1.3999,,,1,0.09,开放申购,开放赎回,,,,
2024-01-29,1.0372,1.4008,,,1,0.09,开放申购,开放赎回,,,,
2024-01-30,1.0367,1.4003,,,1,-0.05,开放申购,开放赎回,,,,
2024-01-31,1.0373,1.4009,,,1,0.06,开放申购,开放赎回,,,,
2024-02-01,1.0370,1.4006,,,1,-0.03,开放申购,开放赎回,,,,
2024-02-02,1.0377,1.4013,,,1,0.07,开放申购,开放赎回,,,,
2024-02-05,1.0397,1.4033,,,1,0.19,开放申购,开放赎回,,,,
2024-02-06,1.0414,1.4050,,,1,0.16,开放申购,开放赎回,,,,
2024-02-07,1.0432,1.4068,,,1,0.17,开放申购,开放赎回,,,,
2024-02-08,1.0444,1.4080,,,1,0.12,开放申购,开放赎回,,,,
2024-02-19,1.0467,1.4103,,,1,0.22,开放申购,开放赎回,,,,
2024-02-20,1.0489,1.4125,,,1,0.21,开放申购,开放赎回,,,,
2024-02-21,1.0506,1.4142,,,1,0.16,开放申购,开放赎回,,,,
2024-02-22,1.0529,1.4165,,,1,0.22,开放申购,开放赎回,,,,
2024-02-23,1.0561,1.4197,,,1,0.30,开放申购,开放赎回,,,,
